text,label,label_desc,translation,MetricX24_Raw,MetricX24_Scaled_BATAYAN
i feel quite passionate about as communion is of tremendous importance to me personally and theologically,2,love,"Nararamdaman kong lubos akong may damdamin tungkol dito dahil ang pakikipag-isa ay napakahalaga sa akin, kapwa sa aking personal na buhay at sa aking pananampalataya.",0.37694263458251953,98.49222946166992
im feeling happy and well,1,joy,Masaya at malusog ako.,0.23037070035934448,99.07851719856262
i find myself having much more time to think about myself without feeling depressed to actually be able to write and imagine without feeling trapped or like i am missing out on something a near constant feeling i have in cities,0,sadness,"Nakakahanap ako ng mas maraming oras upang isipin ang aking sarili nang hindi nadarama ang depresyon, upang makapag-sulat at makapag-isip nang walang pakiramdam na nakakulong o parang kulang ako sa isang bagay, isang halos palaging nararamdaman ko sa mga lungsod.",0.4066295623779297,98.37348175048828
i got the feeling brig is sincere and has a very strong desire to help others become successful both financially and also through building strengthening relationships through christianity,1,joy,"Naramdaman kong tapat si Brig at may malakas na hangarin na tulungan ang iba na maging matagumpay, kapwa sa pananalapi at sa pamamagitan ng pagpapalakas ng mga relasyon sa ilalim ng Kristiyanismo.",0.3925608992576599,98.42975640296936
i feel like ive had to fake my feelings a lot more often then i would have liked to,0,sadness,Parang mas madalas na akong kailangan magpanggap ng aking damdamin kaysa sa gusto ko.,0.3299403786659241,98.6802384853363
i were feeling energetic so we decided we were going to bike to the rest of the temples,1,joy,Masigla ako kaya nagpasya kaming mag-bike papuntang natitirang mga templo.,0.3546365201473236,98.5814539194107
im really like she said only you can understand the way i feel toni ight she blamed excesses on the merican dream so seldom witnessed never er seen hah hah hah hah hah,0,sadness,"Talagang gusto ko, gaya ng sinabi niya, ikaw lang ang maunawaan ang nararamdaman ko ngayong gabi. Inatake niya ang labis na paghahangad sa Amerikano pangarap na bihira makita, o kaya'y hindi man lang nakita, hah hah hah hah hah.",0.3564608693122864,98.57415652275085
i am happpy when i get good results in the field of academics or athletics,1,joy,Masaya ako kapag nakakakuha ako ng magagandang resulta sa akademya o palakasan.,0.39446938037872314,98.42212247848511
i dont know where i want to work because there will always be something that makes me feel stressed or anxious at work whatever the job may be as all jobs require some sort of rules or pressure,0,sadness,"Hindi ko alam kung saan ako gustong magtrabaho dahil lagi may bagay na nagpapagod o nagpapa-anxious sa akin sa trabaho anuman ang trabaho, dahil lahat ng trabaho ay may mga tuntunin o presyur.",0.4158589839935303,98.33656406402588
id pop out of the chair feeling like i should be doing something more worthwhile,1,joy,Lumabas ako ng upuan na parang may dapat akong gawin na mas makabuluhan.,0.4363832175731659,98.25446712970734
i was really hoping that theyd get far enough ahead of us that we could feel like we were doing our own navigating so i was delighted when after punching the second control they headed off onto a trail through the woods,1,joy,Talagang umaasa akong mauna sila nang malayo upang makaramdam kami na nag-a-navigate kami nang mag-isa kaya't natuwa ako nang pagkatapos nilang pindutin ang pangalawang kontrol ay pumunta sila sa isang daan sa gubat.,0.33303239941596985,98.66787040233612
i feel like normally i would be angry because thats what i actually think that i could never be beautiful at my size,3,anger,Nararamdaman kong karaniwan akong magagalit dahil iyon ang aking tunay na paniniwala na hindi ako maganda sa aking sukat.,0.39857134222984314,98.40571463108063
i wonder how many people are against my do it only when you feel like it perspective but i think if you do it for the sake of doing it without wanting to do it then it will turn out to be the result of crappy work,0,sadness,"Nagtataka ako kung ilan ang hindi sang-ayon sa aking pananaw na gawin lamang ito kapag gusto mo, ngunit sa palagay ko kung gagawin mo ito dahil kailangan, nang walang pagnanais, magiging masamang resulta ang iyong trabaho.",0.39124804735183716,98.43500781059265
i feel indecisive on whether or not i feel the book huckleberry finn should be censored,4,fear,Hindi ako mapagdesisyon kung dapat bang sensuruan ang aklat na Huckleberry Finn.,0.36057260632514954,98.5577095746994
i should have known she likes kamiki kun he laughs nozomi feels an unpleasant knot in her stomach you must think i m a fool don t you nonchan,0,sadness,"Dapat ko nang nalaman na gusto niya si Kamiki Kun, dahil sa tawa niya, naramdaman ni Nozomi ang isang hindi magandang pakiramdam sa kanyang tiyan. Siguro iniisip mo akong tanga, hindi ba, Nonchan?",0.3983008563518524,98.40679657459259
i made the choice to start recognizing when that feeling of being unloved kicks in and to choose to keep my persistence at the same level not allowing that old reaction to shut me down,0,sadness,"Pinili kong matutunan na kilalanin kapag dumating ang pakiramdam na hindi ako minamahal at pipiliin kong panatilihin ang aking pagsisikap sa parehong antas, hindi hahayaan ang lumang reaksiyon na pigilan ako.",0.46805524826049805,98.12777900695801
i feel like im more hated than celebrated and i cant wait till the day i can say i made it,3,anger,"Nararamdaman kong mas maraming nagtataray sa akin kaysa nagdiriwang, at hindi ko mapigilan ang paghihintay sa araw na masasabi kong nagawa ko na ito.",0.4194445013999939,98.32222199440002
i still feel funny writing that like maybe i should call her my spirit guide or really observant cheerleader or something,4,fear,"Parang kakaiba pa rin ang pakiramdam na isulat iyon, baka dapat tawagin ko siyang espirituwal na gabay o tunay na mapagmasid na taga-cheer o ano.",0.3800448179244995,98.479820728302
i would rather feel nothing than feel this then do not be surprised if you find your life very depressing and grey and unrewarding,4,fear,"Mas gugustuhin kong hindi maramdaman ang kahit ano kaysa maramdaman ito, kaya huwag magulat kung makikita mong ang iyong buhay ay napaka-depress, madilim, at walang gantimpala.",0.41737616062164307,98.33049535751343
i feel very comfortable with this decision,1,joy,Napakakomportable ko sa desisyong ito.,0.3401513397693634,98.63939464092255
i get really sweaty during these episodes and my stomach will feel really funny like i m free falling,4,fear,"Napakarami kong pawis sa mga ganitong eksena at parang may kakaibang nararamdaman ako sa tiyan, parang bumabagsak ako.",0.43089035153388977,98.27643859386444
i have been feeling so overwhelmed lately,4,fear,Nararamdaman kong sobrang nabibigatan ako lately.,0.40691500902175903,98.37233996391296
i learnt so much about the wonderful world of beaubronz and feel this lovely tanning brand fits perfectly with my latest mantra stolen from my boudoir lashes mother asma docrat,2,love,"Napakadami kong natutunan tungkol sa kahanga-hangang mundo ng Beaubronz at nararamdaman kong perpekto itong magandang tatak ng pagtatan para sa aking pinakabagong panuntunan na kinuha mula sa aking ina, si Asma Docrat ng Boudoir Lashes.",0.31824982166290283,98.72700071334839
i feel rebellious because i don t particularly like watching romcoms but i get the feeling that i may be pretty good at writing them,3,anger,Nararamdaman kong rebelde dahil hindi ko talaga gusto manood ng romcoms pero may pakiramdam akong magaling akong sumulat nito.,0.3808813691139221,98.47647452354431
i didnt feel that welcomed when i first entered morris quickly changed that and i left feeling very happy,1,joy,"Hindi ako nakaramdam ng pagtanggap nang una kong pumasok, ngunit mabilis itong binago ni Morris at umalis ako na sobrang masaya.",0.3654325306415558,98.53826987743378
im contemplating and feeling skeptical,4,fear,Nag-iisip ako at may pag-aalinlangan.,0.40831536054611206,98.36673855781555
ive become anxious about in recent times is this there is certainly a feeling amongst some people of belief that they are under siege that they are often disadvantaged that they are looked at and considered in some way different and their faith makes them less worthy of regard he said,0,sadness,"Ang aking pinag-aalala kamakailan ay ang nararamdaman ng ilang tao na sila ay nasa ilalim ng pag-atake, na madalas silang nabibigo, na sila ay tinitingnan at itinuturing na iba, at ang kanilang pananampalataya ay ginagawa silang hindi karapat-dapat na igalang, aniya.",0.3932777941226959,98.42688882350922
i feel like i should care that im a bit heartless not to,3,anger,Nararamdaman kong dapat akong mag-alala dahil medyo walang puso ako.,0.4089588522911072,98.36416459083557
i hate chemo and the thought of having toxins washing through every single cell and making me feel horrible makes me cringe,0,sadness,Ayaw ko ng kemoterapiya at ang isiping may mga lason na dumadaloy sa bawat selula ko at nagpapasakit sa akin ay nakakakilabot.,0.39347755908966064,98.42608976364136
i feel so honoured to have hosted this series to have such talented a,1,joy,Napakalaking karangalan para sa akin na ma-host ang seryeng ito at makilala ang mga napakatalentado.,0.35616636276245117,98.5753345489502
i love him but i feel threatened with him around a little,4,fear,Mahal ko siya ngunit nararamdaman kong natatakot ako kapag siya ay malapit.,0.4967386722564697,98.01304531097412
i feel after reading allthingsbucks blog which brought tears to my eyes and a lump in my throat and a feeling of not having a worthwhile thing to be upset about that i shouldnt write such a lame blog,1,joy,"Nararamdaman ko pagkatapos basahin ang blog na allthingsbucks na nagdulot ng luha sa aking mga mata, isang bukol sa lalamunan, at isang pakiramdam na wala akong karapatang magalit, kaya hindi dapat ako magsulat ng ganitong bobong blog.",0.33207467198371887,98.67170131206512
i was feeling determined it didnt take long for me to start nomming on naughty stuff again,1,joy,"Nararamdaman kong determinado, hindi nagtagal bago ako bumalik sa pagkain ng mga masamang bagay.",0.3669416606426239,98.5322333574295
i feel honored to be with many wonderful artists and to display my work for the public to see,1,joy,Nararamdaman kong ipinagmamalaki na kasama ang maraming magagandang artista at ipakita ang aking obra para makita ng publiko.,0.3274450898170471,98.69021964073181
i just remember being so fully stressed out and while i had fun i feel it could have been more lively,1,joy,"Naalala ko lang na sobrang stressed ako noon at kahit nag-enjoy ako, pakiramdam ko mas masaya pa sana ito.",0.45274752378463745,98.18900990486145
i feel so dazed a href http twitter,4,fear,Nararamdaman kong napakalito ko.,0.42413094639778137,98.30347621440887
i feel bitchy because i am hurting too,3,anger,Nararamdaman kong maarte dahil nasasaktan din ako.,0.39812400937080383,98.40750396251678
i always feel like ive been assaulted by his pics,0,sadness,Lagi akong nadarama na sinalakay ako ng mga larawan niya.,0.3685615062713623,98.52575397491455
im not only thankful that everything seems to be working out as i wrap week at my new job but also feeling pretty lucky to have the people we do in our lives,1,joy,"Hindi lamang ako nagpapasalamat na tila lahat ay nagiging maayos habang papalapit ako sa pagtatapos ng linggo sa aking bagong trabaho, kundi nararamdaman ko rin ang malaking kapalaran na magkaroon ng mga taong ito sa ating buhay.",0.4363976716995239,98.2544093132019
i feel incredibly isolated and lonely,0,sadness,Nararamdaman kong lubos na nag-iisa at malungkot.,0.44085925817489624,98.23656296730042
i feel too selfish to talk about you to anyone else thyroid for i do not want them to think i am just dramatic and whiny when really it is just hard for them to understand that yes someone can look fine and still feel terrible,3,anger,"Nararamdaman kong masyadong makasarili para pag-usapan ka sa iba dahil ayaw kong isipin nila na ako'y puro drama at reklamo lamang, habang sa totoo lang ay mahirap para sa kanila na maunawaan na oo, maaari kang mukhang maayos ngunit pakiramdam ay masama pa rin.",0.36030125617980957,98.55879497528076
i had to have a blood test yesterday so perhaps im feeling particularly fond of it right now because of the doctors needle that was inside of me and the time spent with the dizzy head of a non meat eating nineteen year old female,2,love,Kailangan akong magpa-dugo kahapon kaya marahil lalo akong nakakaramdam ng pagmamahal dito ngayon dahil sa karayom ng doktor na nasa loob ko at sa oras na ginugol kasama ang madilim na ulo ng isang hindi kumakain ng karne na siyamnapu't siyam na taong gulang na babae.,0.38894426822662354,98.4442229270935
i was i admit very worried about feeling isolated i work in a cubicle pretty much on my own unless someone needs me,0,sadness,"Aminado akong lubos akong nag-aalala na makaramdam ng pag-iisa dahil karamihan sa aking trabaho ay nasa isang cubicle, halos mag-isa, maliban kung kailangan ako ng iba.",0.4361441135406494,98.2554235458374
im feeling like life is fairly sweet,2,love,Nararamdaman kong medyo matamis ang buhay.,0.39120838046073914,98.43516647815704
i am going to clean the slate by unilaterally forgiving those i feel have wronged me or someone i love intentionally or through carelessness so that i thereby in time can forget the perceived insults and abuses,3,anger,"Pupunasan ko ang lahat ng sama ng loob sa pamamagitan ng pagpapatawad nang mag-isa sa mga taong akala ko ay nagkasala sa akin o sa mga mahal ko, sinasadya man o dahil sa kawalan ng ingat, upang sa paglipas ng panahon ay makalimutan ko ang mga nararamdaman kong insulto at pang-aabuso.",0.356401264667511,98.57439494132996
i feel like each year i teach i get more passionate about my job find more love for my kids and want to try even harder,2,love,"Nararamdaman kong bawat taon na ako'y nagtuturo, lalong lumalalim ang aking pagmamahal sa aking trabaho, mas tumataas ang pagmamahal ko sa aking mga estudyante, at mas determinado akong magsikap nang higit pa.",0.41956084966659546,98.32175660133362
im not one of those people who can bury all their feelings and anger just in a second giving out a sweet smile even when in pain and anger,2,love,"Hindi ako sa mga taong kayang itago lahat ng kanilang damdamin at galit agad, na nagbibigay ng matamis na ngiti kahit nasasaktan at nagagalit.",0.45360761880874634,98.18556952476501
i knew it was the holy spirit at work plus it feels divine in the gooooood way like a massage reassuring me,1,joy,"Alam kong ang Espiritu Santo ang gumagana, at nararamdaman kong banal sa magandang paraan, parang isang masahe na nagbibigay-katiyakan sa akin.",0.4426763653755188,98.22929453849792
i feel as though ive reached a point in my career where im highly respected there,1,joy,Nararamdaman kong narating ko na ang isang yugto sa aking karera kung saan ako'y lubos na nirerespeto.,0.44916629791259766,98.20333480834961
i make light of it but sometimes i feel really awkward in small groups and in one on one conversations,0,sadness,"Pinipilit kong iwasan ang pagiging seryoso ngunit minsan, talagang nahihiya ako sa mga maliit na grupo at sa mga usapan ng dalawa.",0.3688596487045288,98.52456140518188
ive had a lot of good days where i feel fabulous and have lots of energy but lately ive also had some bad days where i feel gigantic and slow and clumsy,1,joy,"Marami akong magagandang araw na nararamdaman kong kamangha-manghang at puno ng enerhiya, ngunit kamakailan, naranasan ko rin ang mga masamang araw na parang napakalaki at mabagal, at hindi ko magawa ang mga bagay nang maayos.",0.4235638380050659,98.30574464797974
i also feel like if google hated seo we d know it,0,sadness,"Kung galit ang Google sa SEO, alam natin iyon.",0.4107159972190857,98.35713601112366
i didnt get a wink of sleep that night and continued feeling not so fabulous the next morning,1,joy,Hindi ako nakatulog ng isang iglap noong gabi at patuloy na hindi ako nakaramdam ng maganda kinabukasan.,0.4182075262069702,98.32716989517212
i feel like you feel this is a mistake but time is fucked up sleep won t take,3,anger,Nararamdaman kong parang ikaw ay nakakaramdam din na ito ay isang pagkakamali ngunit ang oras ay nababaluktot at hindi ako makatulog.,0.42172932624816895,98.31308269500732
i love sliding down on a nice big throbbing cock and feeling what my gorgeous body does to a man,1,joy,"Mahal ko ang pagbaba sa isang malaking, matigas na ari at nararamdaman kung paano ang aking magandang katawan ay nakakaapekto sa isang lalaki.",0.3557559549808502,98.5769761800766
i found myself in the novel position of feeling a bit uncertain about the stock market rally,4,fear,Nakahanap ako sa kakaibang sitwasyon na medyo hindi sigurado tungkol sa pagtaas ng stock market.,0.36631932854652405,98.5347226858139
i feel like she s judging me and he s not here and i don t want to seem like the needy girl so i don t know,0,sadness,Parang sinusuri niya ako at wala siya at ayaw kong mukhang nangangailangan kaya hindi ko alam.,0.48765110969543457,98.04939556121826
im definitely feeling festive,1,joy,Tiyak na nararamdaman ko ang saya ng pista.,0.34483587741851807,98.62065649032593
i feel burdened by her presence,0,sadness,Nararamdaman kong mabigat ang kanyang presensya.,0.39703401923179626,98.41186392307281
i still feel a little dazed and have that sort of disbelieving feeling of oh my god,4,fear,"Parang medyo nalilito pa rin ako at may ganitong hindi makapaniwalang pakiramdam na ""Oh my God.""",0.45677539706230164,98.1728984117508
i am feeling super excited as the weeks seem to be flying by and we are getting closer and closer to our due date,1,joy,Sobrang excited ako dahil parang lumilipad ang mga linggo at papalapit na kami sa petsa ng pagdating.,0.43635809421539307,98.25456762313843
i have turned that page i feel like there is no way of getting back my irresponcible years of carefree college,1,joy,"Nilibot ko na ang pahinang iyon, parang wala nang paraan para makuha ang aking mga walang-ingat at walang-pananagutan na taon sa kolehiyo.",0.3989206850528717,98.40431725978851
i have a few favourites of my own but the choice of book is up to you or you can have a dvd if you are us or uk im feeling generous so the limit is up to which is about something like that,2,love,"Mayroon akong ilang paborito rin pero ang pagpili ng libro ay nasa iyo, o maaari kang pumili ng DVD kung ikaw ay mula sa US o UK. Nararamdaman kong maging maluwag kaya walang limitasyon, basta tungkol doon.",0.3605184257030487,98.5579262971878
i am feeling more energetic more alive happier than i have in a long time,1,joy,"Mas enerhikong, mas buhay, at mas masaya ako ngayon kaysa sa matagal ko nang hindi nararamdaman.",0.45734018087387085,98.17063927650452
i feel really pathetic confronted with some,0,sadness,Napakasawang-sawa ko kapag harapin ang ilan.,0.34799903631210327,98.60800385475159
i feel there are dangerous games or activities,3,anger,Nararamdaman kong may mga mapanganib na laro o gawain.,0.3658687472343445,98.53652501106262
i feel a world class player in the benzema mould would be fantastic,1,joy,"Magiging kahanga-hanga ang isang manlalaro ng mundo, katulad ni Benzema.",0.24571241438388824,99.01715034246445
i am feeling terribly burdened by impending anxiety i am trying to just keep my eyes on the prize,0,sadness,Napakabigat ng nararamdaman kong pag-aalala sa darating; sinusubukan kong panatilihing nakatuon ang aking paningin sa gantimpala.,0.3885679543018341,98.44572818279266
i feel could be unpleasant is layered with love healing forgiveness and the expectation that things will turn out well,0,sadness,"Ang nararamdaman kong maaaring hindi maganda ay may pag-iibigan, pagpapagaling, pagpapatawad, at inaasahan na magiging mabuti ang lahat.",0.4030216932296753,98.3879132270813
im feeling gloomy as i have completed nothing though im supposed to complete many things,0,sadness,Malungkot ako dahil hindi ko natapos ang mga dapat kong tapusin kahit marami akong dapat gawin.,0.4557778239250183,98.17688870429993
i am not working out the amount i would like to i feel like my lifestyle change has been successful so far,1,joy,"Hindi ako nagwo-workout ng gusto kong dami, pero parang matagumpay naman ang aking pagbabago ng pamumuhay hanggang ngayon.",0.32533976435661316,98.69864094257355
i love the porn industry and i feel satisfied and fulfilled working in it i have to say that it doesn t really bring in the big bucks,1,joy,"Mahal ko ang industriya ng porn at nakakaramdam ako ng kasiyahan at kabuluhan sa pagtatrabaho dito, dapat kong sabihin na hindi naman ito nagdadala ng malalaking kita.",0.35217684507369995,98.5912926197052
i overhear the victory tune on some geeks ringtone i feel triumphant,1,joy,"Naririnig ko ang awit ng tagumpay sa ringtone ng ilang geek, at nararamdaman kong tagumpay din.",0.3964340090751648,98.41426396369934
i love children s literature authors who don t feel the need to dumb down things for kids,0,sadness,Mahal ko ang mga may-akda ng literatura para sa mga bata na hindi nararamdaman ang pangangailangan na pababain ang antas ng kahirapan para sa kanila.,0.32685387134552,98.69258451461792
i was soo quiet it was a mixture of not sleeping well and feeling a bit isolated from the big group,0,sadness,"Napaka tahimik ko, parang halo ng hindi magandang tulog at pakiramdam na medyo malayo sa malaking grupo.",0.43405404686927795,98.26378381252289
i do feel that they are greedy and money hungry absolutely,3,anger,Talagang nararamdaman kong sakim at uhaw sa pera sila.,0.35404354333877563,98.5838258266449
i feel so fucked up now i want to shut myself up,3,anger,"Napakasira ng pakiramdam ko ngayon, gusto kong mag-isa na lang.",0.4288966655731201,98.28441333770752
i feel very passionate about a certain topic i love backing up my position with actual knowledge and facts instead of relying solely on opinions,1,joy,"Napakasaya ko sa isang partikular na paksa, at gusto kong suportahan ang aking pananaw gamit ang tunay na kaalaman at datos, hindi lamang sa mga opinyon.",0.3563326597213745,98.5746693611145
i feel like today is way suffering than the exam day which we have to open books everytime we went home,0,sadness,Parang mas mahirap ngayon kaysa sa araw ng pagsusulit na kailangan nating buksan ang mga libro tuwing pauwi kami.,0.3832395374774933,98.46704185009003
i feel surprised by how down it makes me,4,fear,Nagulat ako kung gaano ako nababae nito.,0.4394015371799469,98.24239385128021
i woke up the morning of our hike feeling jubilant,1,joy,Gumising ako ng umaga ng aming pag-akyat na puno ng kagalakan.,0.34578001499176025,98.61687994003296
i feel like a little kid whose mom is proud that they touched the soccer ball once during the game,1,joy,Parang bata akong nakaramdam ng pagmamalaki ng ina dahil sa isang pagkakataon kong hinawakan ang bola sa laro ng soccer.,0.3354572653770447,98.65817093849182
i feel miserable on the inside but on the outside i just like i,0,sadness,Nararamdaman kong malungkot sa loob pero sa labas ay parang wala.,0.4543950855731964,98.18241965770721
i must find a way to accept these limitations until they are older without feeling held back or resentful,3,anger,Kailangan kong maghanap ng paraan upang tanggapin ang mga limitasyong ito hanggang sila'y lumaki nang hindi nadarama na pinipigilan o nagrereklamo.,0.3774803876876831,98.49007844924927
i feel incredibly charmed that i have these people in my life and that i am at such an exciting amazing chapter of things,1,joy,Napakaganda ng pakiramdam na may mga taong ito sa buhay ko at nasa isang kapanapanabik at kahanga-hangang kabanata ng aking buhay.,0.39448073506355286,98.42207705974579
i feel wronged but the judges people make at times however i also found out that actually in life we just need to be responsible to our own actions and and the people around us,3,anger,"Nararamdaman kong mali ang ginawa sa akin ngunit ang mga hatol ng mga tao ay minsan ay hindi makatarungan. Gayunpaman, natuklasan ko rin na sa buhay, kailangan lamang nating maging responsable sa ating mga kilos at sa mga taong nakapaligid sa atin.",0.4245428442955017,98.301828622818
i know those feelings stem from this part of me that is not accepted mainstream more importantly in the communities to which i seek belongingness,1,joy,"Alam kong nagmumula ang mga damdaming iyon sa bahagi ng aking sarili na hindi tinatanggap ng pangunahing alon, higit sa lahat sa mga komunidad kung saan hinahanap ko ang pagkabilanggo.",0.45134836435317993,98.19460654258728
i really like how the special edition really does feel special with songs on it,1,joy,Talagang gusto ko kung paano ang espesyal na edisyon ay tunay na nararamdaman na espesyal dahil may mga kanta itong kasama.,0.41973572969436646,98.32105708122253
i feel as if i must blog constantly for all my loyal fans the baker thia sandwich the scruncher and of course mini t rex,2,love,"Nararamdaman kong kailangan kong mag-blog nang paulit-ulit para sa lahat ng aking tapat na tagahanga, ang baker, thia sandwich, ang scruncher, at siyempre, ang mini t rex.",0.3095525801181793,98.76178967952728
im currently feeling way fucked up with the mother tongue paper,3,anger,Napaka-gulo ng pakiramdam ko ngayon dahil sa papel sa wikang katutubo.,0.350911945104599,98.5963522195816
i feel your innocent love,1,joy,Nararamdaman ko ang inyong inosenteng pag-ibig.,0.3890993595123291,98.44360256195068
i feel like having that sweet carby yet low glycemic meal not just at breakfast but often for dessert,1,joy,"Gusto kong kumain ng matamis na pagkain na may karbohidrat ngunit mababa ang glycemic index, hindi lamang sa almusal kundi madalas bilang meryenda.",0.3535248041152954,98.58590078353882
i feel safe encoding utf locale en isprivate false ismobile false mobileclass isprivateblog false languagedirection ltr feedlinks link rel alternate type application atom xml title i could use a standing ovation could you,1,joy,"Nararamdaman kong ligtas habang nag-e-encode ng UTF locale en, isprivate false, ismobile false, mobileclass, isprivateblog false, languagedirection ltr, feedlinks link rel alternate type application atom xml title, ""Nararapat akong bigyan ng pagbati, kaya mo ba?""",0.3191349506378174,98.72346019744873
i really lose a lot of my nesting homemaking instinct and desire when i am pregnant and the longer im pregnant the worse it gets though i do get about a month reprieve where i feel creative again around the six month mark and youll notice that is when i did a post for halloween,1,joy,"Talagang nawawala ang aking pagnanais at hilig sa paglilinis at pag-aalaga ng tahanan kapag buntis ako, at mas lumalala ito habang tumatagal ang aking pagbubuntis, bagama't may isang buwan akong pahinga kung saan muli akong nakakaramdam ng pagiging malikhain sa paligid ng anim na buwan, at mapapansin mo na iyon ang panahon nang nag-post ako para sa Halloween.",0.42325711250305176,98.3069715499878
i feel as if this opportunity to return to moz is gods gracious gracious way of giving me that heat desire despite my own self doubt and uncertainty in the past,1,joy,"Nararamdaman kong parang biyaya ng Diyos ang pagkakataong ito na bumalik sa Moz, isang mapagbigay na paraan upang ibigay sa akin ang init na ninanais ko, kahit na may pag-aalinlangan at kawalan ng katiyakan ako noon.",0.3635711669921875,98.54571533203125
i feel really lucky to have found you as a resource and have always felt the answers i needed were there for the asking,1,joy,Nararamdaman kong sobrang swerte na natagpuan kita bilang isang mapagkukunan at lagi kong nararamdaman na ang mga sagot na kailangan ko ay nasa aking abot-kamay.,0.41431349515914917,98.3427460193634
i keep running up the hill and fitness wise feel fine but along with my foot my calves are starting to now hurt also as they begin to tire,1,joy,"Patuloy akong umaakyat sa burol at sa kalusugan ko ay maganda, ngunit kasama ang aking paa, ang aking mga binti ay nagsisimulang masakit din habang nagsisimulang mapagod.",0.4357292652130127,98.25708293914795
i am always so sensitive and my every sense feels like it is being assaulted as i drag myself away from the darkness,4,fear,Lagi akong sobrang sensitibo at parang inaatake ang bawat pandama ko habang inihihiwalay ko ang aking sarili sa kadiliman.,0.4164642095565796,98.33414316177368
i supposed i ought to feel thankful for that adding with a sarcastic edge at my age,1,joy,"Siguro dapat akong magpasalamat doon, pero may halong pang-aasar dahil sa edad ko na.",0.40746384859085083,98.3701446056366
i couldnt help but feel totally distraught and utterly helpless when lorena was kidnapped and tortured almost to death by a band of enemies i was desperate for her freedom,4,fear,Hindi ko mapigilan ang aking sarili na maramdaman ang ganap na pagkabalisa at walang-hanggang kawalan ng magawa nang ma-kidnap at malupit na pagmultahin si lorena ng isang grupo ng mga kaaway; lubos akong nagnanais para sa kanyang kalayaan.,0.3927884101867676,98.42884635925293
i feel i was unfortunate with both mister magnum and sounds of cheers travelling well for long periods of the race,0,sadness,Nararamdaman kong hindi ako swerte sa parehong Mister Magnum at Sounds of Cheers na nagpapatuloy nang matagal sa karera.,0.29271167516708374,98.82915329933167
i feel tortured and tragic enough as it is without having any importance or sparkle,3,anger,Nararamdaman kong pinahihirapan at trahedya na ako nang walang kahalagahan o ningning.,0.3748584985733032,98.50056600570679
i feel selfish thinking this way but i feel so lonely at times,3,anger,Nararamdaman kong makasarili ang iniisip ko ngunit minsan ay nadarama kong napakalungkot ko.,0.47777435183525085,98.088902592659
i feel drained of energy,0,sadness,Nararamdaman kong wala akong lakas.,0.4056861102581024,98.37725555896759
i just think about all the day i chatted with my mom amp also feeling horny and masturbate myself,2,love,Lagi kong iniisip ang lahat ng araw na nag-chat ako sa nanay ko at nararamdaman ang pagnanasa at nag-masturbate ako.,0.3822556138038635,98.47097754478455
i am feeling pretty stinkin shitty for being such a horrible reviewer,0,sadness,Napaka-dismaya ko sa aking sarili dahil naging isang masamang taga-suri.,0.3423335552215576,98.63066577911377
i feel helpless about it,0,sadness,Nararamdaman kong walang magawa tungkol dito.,0.4410243034362793,98.23590278625488
i was feeling awful on sunday,0,sadness,Masama ang pakiramdam ko noong Linggo.,0.43848171830177307,98.24607312679291
i dont know why but i had started to feel the weird pressure of a largely silent audience and with it a falsely inflated sense of importance in expressing myself and my ever so articulate opinions to said audience,4,fear,"Hindi ko alam kung bakit, pero naramdaman kong may kakaibang presyur mula sa isang malawak ngunit tahimik na madla, at kasama nito ang isang maliwanag na pakiramdam ng kahalagahan sa pagpapahayag ng aking sarili at ng aking palaging mahusay na mga opinyon sa nasabing madla.",0.4052366018295288,98.37905359268188
i just woke up from my nap and i feel extremely agitated and grumpy,4,fear,Gising lang ako mula sa aking pagtulog at sobrang inis at masungit ang pakiramdam ko.,0.4574741721153259,98.1701033115387
ive been studying really hard for it and discovering pretty words that never crossed my mind and how they portray the exact meaning and i feel like ive missed out a lot,0,sadness,"Matagal ko nang pinag-aaralan ito at natutuklasan ang magagandang salita na hindi ko noon naisip at kung paano nila ipinapahayag ang eksaktong kahulugan, at parang maraming kulang sa akin.",0.49325644969940186,98.02697420120239
i feel lonely at work im not a social bird as i usually am when i was in school,0,sadness,"Nararamdaman kong nag-iisa ako sa trabaho, hindi ako mahilig makipag-social gaya noong ako'y nasa paaralan.",0.4549248516559601,98.18030059337616
i love comments so feel free to post one,1,joy,Gustung-gusto kong magkaroon ng mga komento kaya huwag mag-atubiling mag-post.,0.350046843290329,98.59981262683868
i feel intimidated by the great women in my family tree,4,fear,Nakakapanibago sa akin ang mga dakilang babae sa aking pamilya.,0.4274013042449951,98.29039478302002
i truly feel that they do a lot of positive things to help the conditions for the workers and their families kids,1,joy,Tunay kong nararamdaman na ginagawa nila maraming positibong bagay upang mapabuti ang kalagayan ng mga manggagawa at ng kanilang mga anak.,0.38922637701034546,98.44309449195862
i think this may be the reason i would want to fly back to uae because there i can be oblivious of these conflicts that plague me conflicts that i feel helpless resolving,0,sadness,"Sa tingin ko, maaaring ito ang dahilan kung bakit gustong-gusto kong bumalik sa UAE dahil doon ako maaaring maging walang malay sa mga tunggalian na ito na aking kinakaharap, mga tunggalian na aking nararamdaman na walang magawa upang malutas.",0.33309561014175415,98.66761755943298
i saw the video of cena kissing maria and surprisingly i didnt feel like i hated her,0,sadness,"Nakita ko ang video ni Cena na nagbibigay halik kay Maria at sa sorpresa ko, hindi ako nadama na galit sa kanya.",0.3637480139732361,98.54500794410706
