text,label,label_desc,translation
i just smile because it feels rude not to do so if you make eye contact i also can t really help myself,3,anger,"Ngumiti lang ako kasi parang bastos kung hindi kapag nakatingin ka sa akin, hindi ko rin naman talaga mapigilan."
im feeling stubborn today and got home and was like no way im gonna go get that mri soon,3,anger,"Parang matigas ang ulo ko ngayon at nang umuwi ako, sabi ko, ""Hindi ako pupunta ng MRI agad."""
i did feel very very heartbroken that i did not enter semipro,0,sadness,Napakasakit po ng loob ko na hindi ako nakapasok sa semipro.
i feel embarassed humiliated sad miserable a title permanent link to what if i have already fallen in love,0,sadness,"Nararamdaman kong nahihiya, pinagkaitan ng karangalan, malungkot, at lubhang nalulumbay. Isang pamagat na permanente ang link, ano kung ako'y nakaligtas na sa pag-ibig?"
i could feel blake more sharply and i felt a little more delicate i guess you could say,2,love,"Mas matalas kong nararamdaman si Blake at parang mas mahina rin ako, siguro."
im feeling stressed overworked and running on fumes,3,anger,"Nararamdaman kong stressed, sobra ang trabaho, at parang wala nang natitira sa akin."
i guess i talked to enough people to realize that we all feel intimidated by meeting others for the first time,4,fear,"Sa tingin ko, nakakausap ko nang sapat na tao upang maunawaan na lahat tayo ay nahihiya sa pagkikita ng mga bagong tao."
i feel incredibly relieved,1,joy,Nararamdaman kong sobrang nakakagaan.
i am progressively getting it done and am feeling pretty confident that i will get it all done before i hit too close to the wire,1,joy,unti-unti kong natapos ito at medyo sigurado akong makakaya kong matapos lahat bago ako maging sobrang abala.
i had a great relationship i feel so blessed to have had such a strong male figure in my life he truly treated me like his princess,2,love,"Mayroon akong magandang relasyon, at nararamdaman kong lubos akong binabati dahil sa pagkakaroon ng isang matibay na lalaking halimbawa sa aking buhay. Tunay niyang itinuring akong parang prinsesa niya."
i jumped off and sauntered into the spa area feeling very pleased with myself,1,joy,"Tumalon ako at naglakad-lakad papasok sa spa area, napakasaya ko sa aking sarili."
i feel restless otherwise known as useless or lazy when i take long breaks from writing,4,fear,"Nararamdaman kong magulo ang aking isipan, parang walang silbi o tamad kapag matagal akong tumitigil sa pagsusulat."
i feel it is unfortunate that i have had to take these drastic measures and post this notice as i truly loved posting my new work to flickr and interacting with new people from all over the world,0,sadness,Nakakalungkot para sa akin na kailangan kong gawin ang mga drastikong hakbang na ito at i-post ang abiso dahil tunay kong minamahal ang pagbabahagi ng aking mga bagong gawa sa Flickr at pakikipag-ugnayan sa mga bagong tao mula sa iba't ibang panig ng mundo.
i don t want to bury the hatchet with even though it would be in my best interest simply because i feel that apologizing to a person that insulted me would make me feel like a punk,3,anger,Ayaw kong magpatawad kay kahit na maganda iyon para sa akin dahil nararamdaman kong magpapakita ako ng kahinaan kung mag-a-apologize ako sa taong nag-insulto sa akin.
i have a lot of missing information about how your previous final communication went and how you feel about this guy and what you ever liked about him but i will advise you to not be afraid of him in any way if you don t want to communicate further with him just tell him that,2,love,"Marami akong kulang na impormasyon tungkol sa kung paano nagwakas ang inyong huling komunikasyon at kung paano ka nakaramdam tungkol sa lalaking ito at ano ang iyong mga gusto sa kanya, ngunit payo ko sa iyo na huwag matakot sa kanya sa kahit anong paraan. Kung ayaw mong makipag-usap pa sa kanya, sabihin mo lang iyon sa kanya."
i don t feel as relaxed when i sleep because of this,1,joy,Hindi ako gaanong nakakarelaks kapag natutulog dahil dito.
i really did feel fantastic after writing out that list and i still do every time i read it,1,joy,"Talagang nakaramdam ako ng kahanga-hanga pagkatapos isulat ang listahan at hanggang ngayon, nararamdaman ko pa rin ito tuwing binabasa ko ito."
i wake up feeling dazed from deep slumber and convoluted sometimes exhausting dreams a bit like a href http skdd,4,fear,"Gumigising ako na parang naliligaw sa aking malalim na pagtulog at mga pangarap na minsan ay nakalilito at nakakapagod, parang isang..."
i sometimes feel quite isolated as we live in a regional area so i often think,0,sadness,"Minsan, nadarama kong medyo nag-iisa dahil nakatira tayo sa isang lugar na malayo sa siyudad kaya madalas akong mag-isip."
i want you to feel my awe and astonishment at this amazing thing that is happening,1,joy,Gusto kong maramdaman mo ang aking pagkamangha at pagtataka sa kamangha-manghang bagay na ito na nangyayari.
i want to just drown myself in the excitement and hype of the inauguration i still feel very troubled about where both america and the world are right now,0,sadness,"Gusto kong mawalan na lamang ng sarili sa kilig at ingay ng inaugurasyon, pero nararamdaman ko pa rin ang malaking pag-aalala kung saan patungo ang Amerika at ang mundo ngayon."
i do feel blamed for everything i,0,sadness,Nararamdaman kong sisihin ako sa lahat ng bagay.
i was up to my eyes and studying and feeling pretty jaded a href http maturestudenthanginginthere,0,sadness,Ako ay abala sa pag-aaral at nararamdaman ang pagod at pagkapagod.
i have a massive identity of my own and always feeling like i take the boring route,0,sadness,May malaking pagkakakilanlan ako at lagi akong nakakaramdam na pinipili ang mahabang at nakakabagot na daan.
i work for a company that makes me feel valued even if the work i do is miniscule i feel as though i am an integral part of their operation,1,joy,"Nagtatrabaho ako sa isang kompanya na ginagawa akong maramdaman na mahalaga kahit na maliit ang aking ginagawa, parang ako ay isang mahalagang bahagi ng kanilang operasyon."
i feel more mellow about this move than k is,1,joy,Mas mellow ako tungkol sa paglipat na ito kaysa kay K.
i feel like im as useless as dust bunnies,0,sadness,"Parang alipores lang ako, walang silbi gaya ng mga alikabok na nakakalat."
i don t feel that he is supportive or encouraging to me,2,love,Hindi ko nararamdaman na siya ay sumusuporta o nagbibigay ng inspirasyon sa akin.
i end up feeling groggy the rest of the day amp guilty that i didnt get anything done,0,sadness,Nagtatapos ako sa pakiramdam na antok ang natitirang araw at may sala na hindi ko nagawa ang anumang bagay.
i feel after i quit a job i hated class thumbnail width,0,sadness,Nararamdaman ko pagkatapos kong iwanan ang trabahong kinamumuhian ko.
i will probably do but for some reason i feel a bit agitated by it all,4,fear,"Malamang gagawin ko iyon, pero sa ilang dahilan, nararamdaman kong medyo kinakabahan dito."
im used to being up and around until the wee hours of the morning after changeling so anyone is feeling sociable give me a call im me or stop by,1,joy,"Sanay akong gising at naglalakad hanggang sa hatinggabi matapos magtrabaho kaya kung sino mang gustong makipag-usap, tawagan o makipag-chat ako, o pumunta ka lang."
i feel drained mentally and physically and i really need to get back to a better spot,0,sadness,"Nararamdaman kong pagod na pagod ako, kapwa mental at pisikal, at talagang kailangan kong bumalik sa mas magandang kalagayan."
i would feel more peaceful and easygoing,1,joy,Mas mapayapa at komportable ako.
i got a very encouraging phone call the other day and im feeling very hopeful,1,joy,Nakakuha ako ng isang napakagandang tawag sa telepono kamakailan at nararamdaman kong puno ng pag-asa.
i feel so unwelcome there but not because of her or gary i just feel that i shouldnt be moving back in with them,0,sadness,"Nararamdaman kong hindi ako tinatanggap doon, hindi dahil kay kanya o kay Gary, kundi dahil sa pakiramdam kong hindi dapat akong bumalik sa kanila."
i can think of to quit are not based on my own needs and wants but those of others scars make other people feel uncomfortable self injury makes friends feel like they aren t offering enough support cutting is something sad teenagers do,4,fear,"Ang mga dahilan kong iniisip na magbitiw ay hindi batay sa aking sariling pangangailangan at kagustuhan kundi sa iba; ang mga sugat ay nagpapakita ng kawalang-kasiyahan sa ibang tao, ang pagkasakit sa sarili ay nagpaparamdam sa mga kaibigan na hindi sapat ang kanilang suporta; ang pagputol ay isang malungkot na gawain ng mga kabataan."
i feel very reluctant to have to walk through,4,fear,Napaka-reluktant ko pong maglakad doon.
i feel like the cabbage potatoes and venison were components of a rich stew and the pomegranate seeds were meant to cut through the thick oiliness of the rest of the dish,1,joy,"Parang ang repolyo, patatas, at venison ay bahagi ng isang masarap na nilaga at ang mga buto ng granada ay para mag-alis ng makapal na mantika ng natitirang pagkain."
i feel so profoundly blessed to finally be in a good place of life to be at peace to know what i would want in a husband and to be able to recognize it quickly,1,joy,"Napakalalim ng aking pagpapala na makarating sa isang magandang kalagayan sa buhay, upang mahanap ang kapayapaan, malaman kung ano ang aking hinahanap sa isang asawa, at mabilis itong makilala."
i didnt feel passionate about most of the posts,1,joy,Hindi ako nakaramdam ng pagka-interes o pagka-sigla sa karamihan ng mga post.
i feel glad to be able to help others through compassion and listening gifts the lord def gave me,1,joy,"Masaya akong makatulong sa iba sa pamamagitan ng pagmamalasakit at pagdinig, mga biyaya ng Panginoon na ipinagkaloob niya sa akin."
im feeling stressed about upcoming events drowning in feelings of being overwhelmed with how much i need to do in order to get my house back in order and the long week i have ahead of me that my husband will be out of town,3,anger,"Na-stress ako tungkol sa mga darating na pangyayari, nalulunod sa damdamin ng pagod dahil sa dami ng kailangang gawin para maayos ang bahay at sa mahabang linggo na darating kung saan aalis ang aking asawa."
i hate feel needy,0,sadness,Ayaw kong maramdaman ang pangangailangan.
i kali ni feeling aku dah bertukar jadi boring benci,0,sadness,Parang nawala na ang saya ko at ngayon ay puno na ako ng sama ng loob.
i feel helpless about not being able to help him in feeling better but do my best to encourage him and think positively as mom is doing,4,fear,Nararamdaman kong walang magawa upang makatulong sa kanya na gumaling ngunit gagawin ko ang aking makakaya upang hikayatin siya at mag-isip nang positibo gaya ng ginagawa ng nanay.
im feeling frantic i try to remember to breathe and laugh,4,fear,"Nanginginig ako ng kaba, sinusubukan kong alalahanin na huminga at tumawa."
i kinda feel ungrateful because everyone always writes about their friends and i never have,0,sadness,Parang may nararamdaman akong hindi nagpapasalamat dahil lagi silang nagsusulat tungkol sa kanilang mga kaibigan at ako'y wala.
i feel like a lame wife,0,sadness,Parang isang walang silbi kong asawa ang nararamdaman ko.
i don t know it s just that it was like on top of our head so much of yesterday that it was really bothersome and we re still feeling a little mad about it,3,anger,"Hindi ko alam, pero parang nasa itaas ng ulo natin iyon kahapon, sobrang nakakainis kaya, at medyo galit pa rin tayo tungkol doon."
i feel that in a there is a sense of kenya openly interacting supporting shiraishi instead of just happening to pat shiraishi on the shoulder,1,joy,"Nararamdaman kong mayroong bukas at malinaw na pagsuporta sa Shiraishi sa Kenya, higit pa sa simpleng pagtapat sa balikat niya."
i feel joyful of my new beginning,1,joy,Masaya ako sa aking bagong simula.
ive been feeling very sentimental and reflective the past few days,0,sadness,Nararamdaman ko ang malalim na damdamin at pagninilay sa nakalipas na ilang araw.
i feel like handing the kids over and saying here you think theyre so cute,1,joy,"Parang gusto kong ibigay na lang ang mga bata at sabihin, ""Narito, akala ninyo sila'y gwapo."""
i had spare gear on the bike to cope with two punctures but was feeling particularly paranoid about the race tyres as i had already had two punctures on the previous three times i had taken them out training,4,fear,Mayroon akong pang- kapalit na gulong sa bisikleta para harapin ang dalawang patay na gulong ngunit nararamdaman kong lalo akong nababahala tungkol sa mga gulong ng karera dahil nakaranas na ako ng dalawang patay na gulong sa mga nakaraang tatlong pagkakataon na aking sinubok ang mga ito sa pagsasanay.
i found a good article where you are not to mediate if you feel threatened or intimidated by your ex controlled or you life is controlled by your ex where your child is being manipulated by your ex,4,fear,"Natagpuan ko isang magandang artikulo kung saan hindi ka dapat mag-mediate kung nararamdaman mong nababahala o kinakabahan dahil sa iyong ex, kung kontrolado ka o ang iyong buhay ay kontrolado ng iyong ex, o kung ang iyong anak ay niloloko ng iyong ex."
ive just been feeling so submissive recently,0,sadness,Nararamdaman ko lang na sobrang sumusunod ako kamakailan.
i just feel strongly that i cannot condone violent methods to achieve a political goal,3,anger,Malakas ang aking paniniwala na hindi ko matatanggap ang mga marahas na paraan upang makamit ang isang layunin sa pulitika.
i feel carefree and young and amazing,1,joy,"Nararamdaman kong malaya, bata, at kahanga-hanga."
i could add input advice and guidance made me feel valuable,1,joy,Ang mga payo at gabay na idinagdag mo ay nagpaparamdam sa akin na mahalaga.
i feel a little uncertain about the structure of a revalidation portfolio,4,fear,Nararamdaman kong medyo hindi sigurado tungkol sa istruktura ng isang portfolio para sa revalidasyon.
i feel out of place because im more relaxed and informal,1,joy,Nararamdaman kong hindi ako nababagay dahil mas komportable at impormal ako.
i find that in times where i feel i am not being respected or i am not getting the point across of how something may make me feel uncomfortable that being nice only seems to encourage these things to keep happening,1,joy,"Natutuklasan kong sa mga panahon na nararamdaman kong hindi ako nirerespeto o hindi naipahahayag ang aking punto kung paano maaaring magpahirap sa akin, ang pagiging mabait lamang ay tila nagpapalakas sa mga ganitong pangyayari na magpatuloy."
i feel rushed again and its the lack of time jerry springer weather amp suddenly you want to put porn on i am very confused but hey let me do that while you enjoy that i had fun fun fun without your hun without a block so hype all about it,3,anger,"Nararamdaman ko ulit ang pagmamadali at kulang ang oras, Jerry Springer ang panahon at biglang gusto mong ilagay ang porn, napaka-confused ko pero sige, gawin ko iyon habang nasisiyahan ka, masaya ako, masaya, masaya nang wala kang hun, walang bloke, sobrang hype dito."
i was feeling discouraged at this point,0,sadness,Nadama ko ang pagkabigo sa puntong ito.
i truly feel that the portrayal of jesus in this movie was gratuitously violent,3,anger,Tunay kong nararamdaman na ang paglalarawan kay Hesus sa pelikula ay labis na marahas.
i can sleep on the couch or on the floor if you are still feeling shaken he offers gently,4,fear,"Maaari akong matulog sa sofa o sa sahig kung ikaw ay nahihirapan pa, aalok niya nang mahinahon."
i guess and by am i was feeling really melancholy and sad for the people in the movie the heavy use of the cello in the soundtrack makes anything seem sad,0,sadness,"Siguro, at dahil doon, nararamdaman kong malungkot at malungkot para sa mga tao sa pelikula, ang malakas na paggamit ng cello sa soundtrack ay ginagawa ang lahat na parang malungkot."
ill add i havent tried all that time but i do feel as i adapt and pick up techniques quickly this is one of the things im amazed that its taken me this long,4,fear,"Idagdag ko, hindi ko pa nasubukan noon ngunit nararamdaman kong habang umaangkop at natututunan ang mga teknik nang mabilis, isa ito sa mga bagay na nagugulat ako na nagtagal pa ito."
i feel no joy like that the faithful feel viewing the glories of their holy place an horror of great darkness is upon me a fearful dread hath overwhelmed me,1,joy,"Hindi ko nararamdaman ang kagalakan na nararamdaman ng mga tapat na nakikita ang mga kaluwalhatian ng kanilang banal na lugar; isang takot na malalim ang kadiliman ang sumasakop sa akin, isang nakakatakot na takot ang bumalot sa akin."
i feel really sad that my own girlfriend cannot even open up to me or communicate with me,0,sadness,Napakasakit isipin na hindi ko mapag-uusapan o makapag-usap ang aking sarili kong kasintahan.
i also feel curious when i read all the readings because not only i want to have depth understanding of social constructivism itself but also i found this unit gives opportunity for me to understand the philosophy of each type of constructivism,4,fear,"Nakakapanibago rin ako kapag binabasa ko ang lahat ng mga babasahin dahil hindi lamang gusto kong maunawaan nang lubusan ang social constructivism mismo, kundi natutuklasan ko rin na nagbibigay ng pagkakataon ang yunit na ito upang maunawaan ang pilosopiya ng bawat uri ng constructivism."
i will try to explain how i feel in order that you don t think i am ungrateful for having been blessed with a child,0,sadness,Susubukan kong ipaliwanag kung paano ako nararamdaman upang hindi ka maniwala na hindi ako nagpapasalamat sa pagpapala ng isang anak.
i just feel kind of heartless now,3,anger,Parang walang puso na ako ngayon.
i feel as rich as solomon,1,joy,Nararamdaman kong kasingyaman ni Solomon.
i always feel a bit personally assaulted,0,sadness,Lagi akong nadaramaang personal na sinalakay.
i feel myself afraid of being abandoned,4,fear,Natatakot akong iiwan.
i had to take them out for a while leaving me feeling even more distressed,4,fear,"Kailangan kong ilabas sila saglit, na nagpaparamdam sa akin ng mas malalim na pagkabalisa."
i know that when i am feeling distraught or moody i can depend on you two to put a smile back on my face,4,fear,"Alam kong kapag malungkot o may problema ako, kayong dalawa ang maaasahan kong magpapasaya sa akin."
i feel the most glamorous is when i m feeling the most capable the most confident or the most in tune with my own mind,1,joy,"Nararamdaman kong pinakamaganda ako kapag pinaka-kaya ko, pinaka-tiwala, o pinaka-nakakaintindi sa aking sariling isipan."
i couldnt feel thing however that kind of bothered me because i didnt feel it pop,3,anger,"Hindi ko naramdaman ang anumang bagay, ngunit iyon ay nag-aalala sa akin dahil hindi ko naramdaman ang pag-click nito."
im supposed to feel compassionate towards that little girl but i feel like she never existed,2,love,Dapat akong magkaroon ng awa sa batang babae ngunit parang hindi siya kailanman umiiral.
i just really need the money right now and i feel like some greedy nasty aunt for not wanting to hand everything over,3,anger,Kailangan ko talaga ng pera ngayon at parang isang makasarili at masamang tiya ako dahil ayaw kong ibigay lahat.
i think i am feeling a little rebellious as i am getting older and i like it,3,anger,"Sa pagtanda ko, parang may nararamdaman akong kaunting pagrebelde at nasisiyahan ako dito."
i need to move past the grief and maybe even feel angry,3,anger,Kailangan kong makalimot sa kalungkutan at marahil maging galit man.
i feel like when you only have one child that the time you have with them is all the more precious,1,joy,"Nararamdaman ko na kapag iisa lamang ang anak mo, mas mahalaga ang oras na iyong ginugugol kasama niya."
i also feel as though this assumption is rude as soon as they are informed they are married the next question follows do you have kids,3,anger,"Nararamdaman ko rin na bastos ang palagay na ito dahil pag nalaman nilang kasal na kayo, susunod na tanong ay kung may mga anak na kayo."
i think too much about how i sit how my voice sounds if i ve gotten any food on my mouth and the feeling that i need to make my way around to everyone so as not to be rude,3,anger,"Naisip ko nang sobra kung paano ako nakaupo, kung paano ang tunog ng aking boses, kung may nakakalat na pagkain sa aking bibig, at ang pakiramdam na kailangan kong lapitan ang lahat upang hindi maging bastos."
i really feel about affiliate marketing add to delicious a href http www,1,joy,"Talagang nararamdaman ko tungkol sa affiliate marketing, idagdag sa delicious, isang link dito: http://www."
i love it he makes me feel so greedy,3,anger,"Mahal ko ito, ginagawa niya akong sobrang sakim."
on a dark night i felt that there were several people near me and i did not know who they were,4,fear,"Sa isang madilim na gabi, naramdaman kong may ilang tao malapit sa akin at hindi ko alam kung sino sila."
i feel gorgeous is a very fitting word to describe the new album in my humble opinion,1,joy,"Ang ""gorgeous"" ay isang napakagandang salita upang ilarawan ang bagong album, sa aking simpleng palagay."
i know many people still feel betrayed by neil odonnell for his two very unfortunate interceptions and i realize the loss is at the top of most fans lists of most heartbreaking moments in pittsburgh sports history but i dont look at it that way,0,sadness,"Alam kong marami pa ring tao ang nadarama'y pagtataksil kay Neil O'Donnell dahil sa kanyang dalawang malungkot na interception at nauunawaan ko na ang pagkatalo ay nasa tuktok ng listahan ng karamihan sa mga tagahanga bilang isa sa mga pinaka-nakakapanghihinayang na sandali sa kasaysayan ng mga palakasan sa Pittsburgh, ngunit hindi ko ito tinitingnan sa ganitong paraan."
i started out feeling sympathetic towards him because i wouldnt want dr,2,love,Nagsimula akong magkaroon ng awa sa kanya dahil ayaw kong makararanas ng ganoon si Dr.
i feel no sense of chivalry or magnanimity whatsoever toward the defeated opposition,0,sadness,Hindi ako nararamdaman ang kahit anong pagka-makisig o kabutihan sa mga talo nilang kalaban.
i hate feeling bitter,3,anger,Ayaw kong maramdaman ang pagiging mapait.
im feeling the world spin around me while im in bed only after a couple of glasses of wine which doesnt do this to me im getting suspicious,4,fear,"Nararamdaman kong umiikot ang mundo sa paligid ko habang nakakulong ako sa kama matapos lamang uminom ng ilang baso ng alak na hindi naman dati nagagawa nito sa akin, nagiging suspetsyoso na ako."
i will feel as though that time has come in vain,0,sadness,Pararamdam ko na ang oras ay naglaho nang walang kabuluhan.
i say it it makes me feel special,1,joy,"Sinabi ko, ito ay nagpaparamdam sa akin na espesyal."
i did not however feel like the teachers guide was useful after about the first month,1,joy,Hindi ko naman naramdaman na naging kapaki-pakinabang ang gabay ng guro pagkatapos ng unang buwan.
i feel bitter and jealous,3,anger,Nararamdaman kong mapait at inggit.
i met new friends rachel benedict and all feel more assured about my faith,1,joy,"Nakilala ko ang mga bagong kaibigan na sina Rachel at Benedict, at lahat ay nagbibigay sa akin ng mas malaking katiyakan tungkol sa aking pananampalataya."
i want to go find something to wear for pesach that is ethnic and flowy and perhaps even jingly and makes me feel playful and royal at the same time,1,joy,"Gusto kong maghanap ng damit para sa Paskah na etniko, maluwag, at baka may mga tunog din, na magpaparamdam sa akin ng masaya at parang hari/reyna."
i feel the need to comment on how amazing it is,1,joy,Nararamdaman kong kailangan kong magbigay ng komento kung gaano ito kahanga-hanga.
ive been feeling kind of distracted and that is obviously not conducive for working philosophy problems out,3,anger,"Nararamdaman kong medyo nababaliw ang konsentrasyon ko, at malinaw na hindi ito maganda para sa paglutas ng mga problema sa pilosopiya."
i feel groggy today and tired,0,sadness,Nararamdaman kong maantok at pagod ngayon.
i am feeling jaded,0,sadness,Nararamdaman kong pagod na pagod.
i know how that feels have in ars nes own words disturbed the croatians season somewhat,0,sadness,"Alam ko kung paano iyon nararamdaman, mayroon silang sariling salita na medyo gulo ang kanilang panahon."
i feel you need to focus on your responses and they need to be truthful,1,joy,Nararamdaman kong kailangan mong ituon ang iyong mga tugon at dapat itong totoo.
i for thanksgiving complete with lb suspiciously moist turkey and traditional stuffings and with the final death of thanksgiving i can look around and go ahhh and start enjoying the holidays rather than feeling assaulted by them,0,sadness,"Ako para sa Thanksgiving, kumpleto na may lb na kakaibang basa-basa na turkey at tradisyunal na pagpuno, at sa wakas, pagkatapos ng Thanksgiving, kaya kong tumingin-tingin at sabihin, ""Ahhh,"" at simulan nang tangkilikin ang mga pista opisyal kaysa maramdaman na ako'y sinalakay ng mga ito."
i tend to be a window shopper when im alone because theres always going to be a self imposed limit of one or two when im feeling naughty,2,love,"Kadalasan, kapag nag-iisa ako, nagiging window shopper ako dahil lagi akong nagtatakda ng limitasyon sa sarili na isa o dalawa kapag may gusto akong bilhin."
i go through the cycle again and again attending lessons doing tutorials feeling lethargic etc etc,0,sadness,"Uulit-ulit kong pinagdadaanan ang siklo: pagdalo sa mga aralin, paggawa ng mga tutorial, pagiging pagod, at iba pa."
i also potted up this fuchsia grown from a cutting last year my first attempt at taking cuttings and of which im feeling rather pleased with myself,1,joy,"Pinag-ukulan ko rin ng palayok ang fuchsia na ito na lumaki mula sa isang hiwa noong nakaraang taon, ang aking unang pagtatangka sa pagkuha ng mga hiwa at kung saan ako'y medyo nasiyahan sa aking sarili."
i instantly feel anxious that a police officer is going to pull me over,4,fear,Agad akong kinakabahan na tatawagin ako ng pulis.
i feel honored to have had the privilege to have met him,1,joy,Nararamdaman kong ipinagmamalaki kong nakilala siya.
i felt unfairly treated at an airport,3,anger,Naramdaman kong hindi patas ang pagtrato sa akin sa paliparan.
ive been waking up to a bladder that feels extremely unhappy and i found any type of exercise made it worse or definitely irritated it,0,sadness,Gumigising ako na parang ang bladder ko ay sobrang hindi masaya at natuklasan kong anumang uri ng ehersisyo ay lalo itong pinagpapahirap o pinag-iinitan.
i feel agitated,3,anger,Nararamdaman kong nag-a-agitate ako.
i still feel tortured by feelings or thoughts or memories,4,fear,"Patuloy akong dinudurog ng mga damdamin, iniisip, o alaala."
i loved my supervisions because i come in feeling like a dumb dumb and leave feeling so heroic as if ive accomplished something huge,0,sadness,Minahal ko ang aking mga pagmamasid dahil papasok ako na parang tanga at lalabas na parang bayani na parang nagawa ko ang isang malaking bagay.
i have to confess to feeling quite angry when i read some of the negative reviews of uses for boys some of which are basically victim blaming and slut shaming,3,anger,"Kailangan kong aminin na medyo nagalit ako nang basahin ko ang ilan sa mga negatibong review tungkol sa ""Uses for Boys,"" kung saan ilan ay tila nagpapahirap sa biktima at nagsasabing sisihin ang babae."
i trust you enough to share a pretty humiliating experience remember this and feel honoured as you guffaw at whats to come,1,joy,Naniniwala ako sa iyo sapat upang ibahagi isang medyo nakakahiya pangyayari. Tandaan ito at maramdaman ang karangalan habang tatawa ka sa darating.
i feel like im the only one there with a brain not to be rude but i refuse to sit with loud and rude people so i sit alone with just myself and a good book,3,anger,"Parang ako lang ang may utak doon, hindi ko sasabihin na bastos, pero ayaw kong maupo kasama ng mga malakas at bastos kaya nag-iisa akong nakaupo kasama ko lang ang aking sarili at isang magandang libro."
i didn t feel like i was being punished and didn t feel any pain at any time,0,sadness,Hindi ko naramdaman na pinarusahan ako at hindi ko naramdaman ang anumang sakit kahit kailan.
i want to feel useful i guess,1,joy,Gusto kong maramdaman na may silbi ako siguro.
i started to feel really confused,4,fear,Nagsimulang makaramdam ako ng malaking kalituhan.
i cant help but feel how much burdened my parents are,0,sadness,Hindi ko mapigilan ang pakiramdam na gaano kalungkot ang aking mga magulang.
i swear it felt like every single feeling of exhaustion i have had and then ignored in the last months came flooding back to me last night,0,sadness,"Pinangako ko, parang lahat ng pagod na naramdaman ko at inabala sa nakalipas na mga buwan ay bumalik sa akin kagabi."
i feel absolutely overwhelmed by it,4,fear,"Napakalakas ng aking nararamdaman, parang nababalot ako nito."
i need to act cool act unconcern to him so that he wont feel he is special he is appreciated so that i feel safe that he couldnt see the truth sides of me im so tired of covering all the real feelings,1,joy,"Kailangan kong kumilos nang cool, parang walang pakialam sa kanya para hindi niya maramdaman na espesyal siya, na pinahahalagahan siya, para ako ay makaramdam ng ligtas na hindi niya nakikita ang tunay kong panig. Napagod na ako sa pagtatago ng lahat ng tunay kong damdamin."
i didnt feel scared at all,4,fear,Hindi ako nadama ang takot man lang.
i discussed previously in my last blog post how apprehensive audiences have become towards bathrooms they automatically feel nervous which has become a fantastic trope for horror fiction,4,fear,"Tinalakay ko na noon sa aking huling blog post kung paano na naging maingat ang mga manonood sa mga banyo, agad silang nakakaramdam ng kaba, na naging isang mahusay na tema para sa mga kathang-isip na horror."
i put my knitting down and covered my ears with my hands trying to minimize the feeling of being assaulted,4,fear,"Iniwan ko ang aking pag-knit at takipin ang aking tenga gamit ang aking mga kamay, sinusubukang bawasan ang pakiramdam na inaatake."
i was told it would make my arms go numb but i didnt feel anything numb about it as they pricked my arm with their so called baby iv,0,sadness,Sinabi sa akin na magpapa-numb ang aking mga braso ngunit hindi ko naramdaman ang anumang numbness habang pinipitik nila ang aking braso gamit ang kanilang tinatawag na baby IV.
i feel i must write you owls until i am fearless and brave,1,joy,Nararamdaman kong kailangan kong sumulat sa iyo ng mga liham hanggang sa maging matapang at mapaglabanan ako.
i love seeing what books resonate with my girls i love seeing their faces grow serious when characters face complications trials and obstacles and i love the discussions that come out of reading time as we talk about main ideas how the books made us feel and what may have surprised us,4,fear,"Gustung-gusto kong makita kung anong mga libro ang tumutugon sa aking mga anak na babae. Gustung-gusto kong makita ang kanilang mga mukha na nagiging seryoso kapag ang mga tauhan ay nakaharap sa mga komplikasyon, pagsubok, at hadlang, at gustung-gusto kong marinig ang mga talakayan na lumalabas sa oras ng pagbabasa habang pinag-uusapan natin ang mga pangunahing ideya kung paano tayo naimpluwensyahan ng mga libro, at"
i feel it is equally important that you know i do have a passionate side that gets lit up every now and then and you are bound to see it,1,joy,Nararamdaman ko na mahalaga rin na malaman mo na mayroon akong isang masiglang panig na minsan ay nagniningning at tiyak na makikita mo ito.
i have a feeling this will be a good soap for january,1,joy,May kutob akong magiging magandang sabon ito para sa Enero.
i asked him how it felt to be under a flogger wielded by me he said it made him feel more submissive to me that he was more and more mine at least for the night,0,sadness,"Itinatanong ko sa kanya kung paano ang pakiramdam na nasa ilalim ng flogger na hawak ko, sinabi niya na mas nakakaramdam siya ng pagsunod sa akin, na mas at mas akin siya kahit na para lamang sa gabi."
i love the feel of his lips on mine how i feel so safe in his arms even though im older i just love how i feel and who i am when i am with him,1,joy,"Mahal ko ang pakiramdam ng kanyang mga labi sa akin, gaano ko nararamdaman ang kaligtasan sa kanyang mga bisig kahit na mas matanda ako, mahal ko lang ang pakiramdam at kung sino ako kapag kasama ko siya."
im taking this to heart and feel that the gentle age of is the perfect time and place to engage in some fearlessness and wholesale change,2,love,Iniisip ko nang mabuti ito at nararamdaman kong ang mahinahong panahon ng pagtanda ay ang perpektong oras at lugar upang magkaroon ng katapangan at malawakang pagbabago.
i know that car enthusiasts are a bit tribal and youre all starting to feel suspicious about a car journalist whos turned to the dark side but dont worry i still prefer four wheels to two,4,fear,"Alam kong medyo tribal ang mga mahilig sa kotse at nagsisimula kayong mag-alinlangan sa isang manunulat ng kotse na lumipat sa ""dark side"" pero huwag mag-alala, mas gusto ko pa rin ang apat na gulong kaysa dalawa."
i feel sure that i wouldnt have gained so much weight without the help of bipolar medications,1,joy,Sigurado akong hindi ako magkakaroon ng ganitong timbang kung hindi dahil sa mga gamot para sa bipolar disorder.
