text,label,label_desc,translation
i hope that by telling them ill find out more about who i am how i got to this place in time and not feel so lost and alone,0,sadness,"Sana sa pamamagitan ng pagkukuwento nila, malalaman ko pa tungkol sa aking sarili, kung paano ako napunta sa puntong ito sa kasalukuyan, at hindi na maramdaman ang pagkaligaw at pag-iisa."
i feel a bit more loving energy inside connecting with you,2,love,Nararamdaman kong may kaunting mas mainit na enerhiya ng pagmamahal sa loob ko habang nakikipag-ugnayan sa iyo.
im feeling a little bit melancholy tonight,0,sadness,Medyo malungkot ako ngayong gabi.
i feel like it must be a popular choice to have alterations done elsewhere,1,joy,Parang sikat na sikat ang pagpapagawa ng mga pagbabago sa ibang lugar.
im feeling really shaken up today my stomach hurts ibleeditout i ran into some friends and kodi has been a complete brat,4,fear,"Napaka-gulo ng pakiramdam ko ngayon, masakit ang tiyan ko, umiiyak ako dahil nakasalubong ko ang mga kaibigan at sobrang pasaway ni Kodi."
i feel for the natives who welcomed me and others with open arms and hearts back then and wonder how they cope,1,joy,"Nakaramdam ako ng awa para sa mga katutubo na tumanggap sa akin at sa iba nang bukas ang mga bisig at puso noon, at nagtatanong kung paano sila nakakaya."
i feel as if she isnt faithful but i dont have a reason to should approach her or just wait until i have a reason to approach her,1,joy,Nararamdaman kong hindi siya tapat ngunit wala akong dahilan upang lapitan siya o maghintay hanggang may dahilan akong lapitan siya.
i feel so horrible that you had to go through all that just because you grew up a little earlier than your friends,0,sadness,Napakasakit isipin na pinagdaanan mo lahat ng iyon dahil lang sa mas maaga kang lumaki kaysa sa iyong mga kaibigan.
i feel so useless to her because the help i want to give her is the kind she doesnt believe in and doesnt want,0,sadness,Nararamdaman kong wala akong silbi sa kanya dahil ang tulong na gusto kong ibigay ay hindi niya pinaniniwalaan at ayaw.
i feel so jakun that amused me for whole minutes,1,joy,"Napakasaya ko, na halos ako'y natawa nang ilang minuto."
i am feeling less than glam at the moment to be reminded of our lovely nuptials last summer,2,love,"Mas hindi ako maganda ngayon, naaalala ko ang magandang kasal natin noong nakaraang tag-araw."
i feel in my heart and how much im hurt,0,sadness,Nararamdaman ko sa aking puso at gaano ako nasasaktan.
i feel like life is too good to be true,1,joy,Parang masyadong maganda ang buhay para maging totoo.
i would take days that i would feel low tuck them away and ignore it rather than sitting in it like i had learned to do in the past to get through these moments,0,sadness,Pipiliin kong itago ang mga araw na nararamdaman kong mababa at balewalain ito kaysa umupo at harapin ito gaya ng aking natutunan noon upang makalusot sa mga sandaling ito.
i hate struggling to enjoy life but at the same time i feel guilty when i do,0,sadness,Ayaw kong maghirap para lang ma-enjoy ang buhay pero nararamdaman ko rin ang kasalanan kapag nagagawa ko.
i used feel frustrated all the time,3,anger,Lagi akong nakakaramdam ng pagkabigo noon.
i knew i needed to get over there but had been dragging my feet a combo of feeling intimidated by the language barrier and the kids nap schedules,4,fear,"Alam kong kailangan kong pumunta doon ngunit nag-aalinlangan ako, dahil sa takot sa hadlang ng wika at sa mga iskedyul ng tulog ng mga bata."
i was feeling beaten up by life yesterday you see i am in love with a schizofrenic man who i had to kick out of my house for having boisterous fights with himself,0,sadness,"Nararamdaman ko kagabi na parang binabagsak ako ng buhay, nakikita mo, dahil mahal ko ang isang lalaking may schizophrenia na kinailangan kong palayasin sa bahay dahil sa malalakas na away niya sa sarili niya."
i was feeling very overwhelmed about what i was going to do about removing things from the house i am selling in maryland,4,fear,Napakasobra ng aking nararamdaman tungkol sa kung ano ang gagawin ko para tanggalin ang mga gamit sa bahay na ibebenta ko sa Maryland.
i began to feel less anxious,4,fear,Nagsimulang mawala ang aking pag-aalala.
i feel some super shifting some super circles,1,joy,"Nararamdaman ko ang ilang malaking pagbabago, ilang malalaking bilog."
i started feeling reluctant to go because i wanted to spend some time with my family before i left,4,fear,Nagsimulang akong mag-atubiling pumunta dahil gustung-gusto kong maglaan ng oras kasama ang aking pamilya bago ako umalis.
i feel so unimportant which im probably am,0,sadness,"Nararamdaman kong napakaliit at hindi mahalaga, at marahil totoo iyon."
i need to remember something feel like it and not be distracted simultaneously before it happens,3,anger,"Kailangan kong matandaan ang isang bagay, parang nararamdaman ko ito at hindi mapagdistract habang nangyayari ito."
i feel that we are often at the forefront of what soon becomes popular,1,joy,Nararamdaman ko na kadalasan tayo ay nasa unahan ng mga bagay na magiging sikat.
im still feeling quite lively,1,joy,Parang masaya pa rin ako.
i quite like to do it standing on public transport or busy places when you often feel your space being invaded which can make you feel stressed,0,sadness,"Gustung-gusto kong gawin ito habang nakatayo sa pampublikong sasakyan o mga maingay na lugar, lalo na kapag nararamdaman mong nilalabag ang iyong espasyo, na maaaring magdulot ng stress."
i could feel safe enough doing so,1,joy,Maaari akong magkaroon ng sapat na pakiramdam na ligtas sa paggawa nito.
i wake up feeling triumphant,1,joy,Gumising ako na parang nanalo.
i feel very apprehensive,4,fear,Napakabigat ng aking pag-aalala.
i feel is hostile kinship or mounting nausea did you know that back means the binding itself,3,anger,"Nararamdaman ko ay kaaway na kamag-anak o tumataas na pagsusuka, alam mo ba na likod ay tumutukoy sa pagbubuklod mismo."
i feel like im being punished if i have to sit facing the wall,0,sadness,Parang pinarusahan ako kapag kailangan kong umupo harap sa dingding.
i feel grouchy now the football fans have woken me up from the customary sunday siesta,3,anger,Naiinis na ako ngayon dahil gising na ako dahil sa mga tagahanga ng football mula sa aking karaniwang pagtulog tuwing Linggo.
i feel blessed to see darn good talent right here,2,love,Masaya akong makita ang tunay na husay dito mismo.
i am starting to feel a bit disheartened with my progress on my physical tbr there are still boxes of books next to my bed and they are not going away as fast as i want them to,0,sadness,Nagsisimula akong mawalan ng gana sa aking pag-unlad sa aking pisikal na TBR; may mga kahon pa rin ng mga libro malapit sa aking kama at hindi sila nawawala nang kasingbilis ng gusto ko.
im not always able capture the essence of the way i see the world in writing i feel that my weird way of thinking has been generally consistent throughout my short years,4,fear,Hindi ako laging nakakakuha ng tunay na kahulugan ng aking pananaw sa mundo sa pamamagitan ng pagsulat; nararamdaman kong ang aking kakaibang paraan ng pag-iisip ay nananatiling pareho sa aking maikling buhay.
i feel so uptight around my family,4,fear,Napaka-tense ko kapag kasama ko ang aking pamilya.
ive been feeling very intimidated and overwhelmed by the workload this semester and so ive just been avoiding doing what i need to,4,fear,Nararamdaman kong napakabigat at nakakatakot ang pasanin ng mga gawain ngayong semestre kaya't iniwasan ko lang gawin ang mga dapat kong gawin.
i have noticed improvement is in the gabapentin and last nights dose of zonisamide which left me feeling very relaxed,1,joy,Napansin kong may pagpapabuti sa gabapentin at sa dosis ng zonisamide kagabi na nagpakalma sa akin nang husto.
i feel especially passionate about,2,love,Lalong mainit ang aking damdamin tungkol sa
i am worried that you might feel pressured or obligated that wasnt my intention and i am sensitive to your situation,4,fear,"Nakakabahala ako na baka makaramdam ka ng presyur o obligasyon, hindi iyon ang aking intensyon at sensitibo ako sa iyong kalagayan."
i just feel too stubborn to give up on a dream,3,anger,Parang ayaw ko lang sumuko sa pangarap ko dahil masyadong matigas ang ulo ko.
i started to feel super emotional all the time which was so strange,1,joy,"Lagi akong nadaramaang sobrang emosyonal, na kakaiba talaga."
i feel the need to be distracted,3,anger,Nararamdaman kong kailangan kong maaliw.
im supposed to stay in the lively room but as an explorer i feel that the lively room simply does not have enuff to offer me and have decided to move on to the stairs bedrooms and baffroom,1,joy,"Dapat sana ay manatili ako sa silid na puno ng buhay, ngunit bilang isang manlalakbay, nararamdaman kong kulang ang silid na puno ng buhay para sa akin at nagpasya akong lumipat sa mga silid-tulugan sa hagdanan at banyo."
ive been at home for almost a week now from the hospital though and i feel the need to divulge info to devoted readers who have felt starved for my stylings,2,love,Nasa bahay na ako halos isang linggo mula sa ospital at nararamdaman kong kailangan kong ibahagi ang impormasyon sa mga tapat na mambabasa na nagugutom sa aking istilo.
i woke up at around am or am the next day crunched at the bed because i was feeling a terrible headache so painful i was awaken from my sleep,0,sadness,"Gumising ako mga alas-singko o alas-seis ng umaga ng susunod na araw, nakakurba sa kama dahil sa sobrang sakit ng ulo, napaka-sakit kaya ako nagising sa aking pagtulog."
i feel amused and kind of tired still in the morning i,1,joy,Nakakatuwa at medyo pagod pa rin ako ng umaga.
i don t understand why musicians sometimes feel inhibited,4,fear,Hindi ko maintindihan kung bakit minsan nadarama ng mga musikero ang pagiging limitado.
i feel shy of my broken english,4,fear,Nahihiya ako sa aking sira-sirang Ingles.
i forgot to take it yesterday so this morning i took two i feel super sick now,1,joy,"Nakalimutan kong kunin ito kahapon kaya ngayong umaga, kinuha ko ang dalawa. Ngayon, sobrang hindi ako maganda."
i really loved the day which made me feel such gratitude that we were having such a wonderful day which made me feel very happy,1,joy,Tunay kong minahal ang araw na iyon na nagbigay sa akin ng napakalaking pasasalamat dahil sa kahanga-hangang araw na iyon na nagpapasaya sa akin nang lubusan.
i feel so regretful not going but,0,sadness,Napakasakit isipin na hindi ako nakapunta.
i would feel the speech is successful if its very uplifting and gives props to the graduating class,1,joy,Magiging matagumpay ang talumpati kung ito ay lubhang nakakagalak at nagbibigay ng papuri sa nagtatapos na klase.
i feel super glued to my bed,1,joy,Parang nakakabit ako sa kama.
i have a bunch of ideas but at the same time i feel intimidated because i am just a freshman and apparently know nothing about anything,4,fear,"Mayroon akong maraming ideya ngunit sa parehong oras, natatakot akong harapin ito dahil ako'y isang freshman lamang at tila wala akong alam tungkol sa kahit ano."
i feel irritated and helpless,3,anger,Nararamdaman kong nainis at walang magawa.
i walked away from them feeling discouraged about how technology seems to have replaced relationships in so many ways lately and what did i do,0,sadness,"Umalis ako sa kanila, nadama kong nabigo dahil sa tila pagpapalit ng teknolohiya sa mga relasyon sa maraming paraan ngayon at ano ang aking ginawa?"
i could feel this way but i honestly believe that he was and is a very violent and dangerous man,3,anger,"Maaari akong maramdaman ito, ngunit tapat akong naniniwala na siya ay isang napaka-mapanganib at marahas na lalaki noon at ngayon."
i am feeling a bit unsure about some of these im going to give it a try anyway,4,fear,"Hindi ako sigurado tungkol sa ilan sa mga ito, pero susubukan ko pa rin."
i was feeling productive,1,joy,Nararamdaman kong produktibo.
i mean think about how that would feel that would be stupid embarrassing,0,sadness,"Ibig sabihin, isipin mo kung paano iyon mararamdaman, magiging bobo at nakakahiya iyon."
im excited and i feel like this is a project that i can be passionate about and totally immerse myself in,2,love,Masaya ako at parang ito ay isang proyekto na kaya kong pag-isipan nang may damdamin at lubos na mailagay ang aking sarili.
i experienced that feeling that people get when they are charmed or attracted to someone and that time was enough and a blessing in itself for me,1,joy,"Nadama ko ang pakiramdam na nararamdaman ng mga tao kapag sila ay nabighani o naaakit sa isang tao, at noon ay sapat na at isang biyaya sa aking sarili."
ive definitely been feeling low this past week because ive been sick ever since bfd but im determined to get my health back,0,sadness,"Talagang nararamdaman ko ang pagbaba ng aking kalooban ngayong linggo dahil may sakit ako mula nang BFD, ngunit determinado akong maibalik ang aking kalusugan."
i cant seem to command it a feeling im sure anyone can relate to,1,joy,"Hindi ko maibibigay ang nararamdaman, isang bagay na sigurado akong mararamdaman din ng kahit sino."
im strictly on coke and jo still feeling a tad delicate after last nights bucket of doom anaesthetic,2,love,"Ako ay mahigpit na nakadepende sa coke at si Jo ay nararamdaman pa rin ang kaunting kahinaan matapos ang ""bucket of doom"" na anestetik noong kagabi."
i walked away feeling a little dismayed but ive got a mission to carry out now,0,sadness,"Umalis ako na medyo nalulungkot, ngunit may misyon akong kailangang gawin ngayon."
i am feeling terrific at the moment,1,joy,Masaya ako ngayon.
i feel i must apologise as i was a little giggly tonight and received a raised eyebrow from a sensible member of the youth orchestra,1,joy,Nararamdaman kong kailangan kong humingi ng paumanhin dahil medyo kiliti ako kanina at natanggap ko ang isang kilay na itinaas mula sa isang makatwirang miyembro ng kabataang orkestra.
im feeling more stressed,0,sadness,Mas stressed ako ngayon.
i feel so hated and useless sometimes i even ask myself why havent i killed myself yet,3,anger,"Minsan, nararamdaman kong sobrang kinamumuhian at walang silbi, kaya minsan nagtatanong ako sa sarili ko kung bakit hindi ko pa nagawa ang pagpapakamatay."
i want to feel affectionate,2,love,Gusto kong maramdaman ang pagmamahal.
i am feeling a little adventurous so i will try to see if we can spook our pretty lady,1,joy,Nararamdaman kong medyo mahilig sa pakikipagsapalaran kaya susubukan kong tingnan kung kaya nating takutin ang ating magandang dalaga.
when they changed my office to another room without my agreement,3,anger,Nang ilipat ang aking opisina sa ibang silid nang walang aking pahintulot.
i feel sorry for the rest of us in second life who understand that without more support for first time users our world will continue on its slow death spiral,0,sadness,"Nakakaawa kami sa natitirang mga tao sa Second Life na nauunawaan na kung walang dagdag na suporta para sa mga bagong gumagamit, patuloy ang ating mundo sa mabagal ngunit tiyak na pagbagsak."
i do feel amused by all the different debates going on but on the other hand i felt that theres something missing,1,joy,"Nakakatuwa nga akong panoorin ang iba't ibang talakayan ngunit sa kabilang banda, nararamdaman kong may kulang."
i really think each and every person can begin to sympathise with bernards character on which ever level this might be just because its part of being human to experience self doubt and feel worthless and ultimately unnecessary without purpose,0,sadness,"Tunay kong paniniwala na bawat tao ay maaaring magsimulang magpakita ng empatiya sa karakter ni Bernard sa anumang antas man ito, dahil bahagi ito ng pagiging tao na maranasan ang pag-aalinlangan sa sarili, pakiramdam na walang halaga, at sa huli, hindi kinakailangan nang walang layunin."
i feel honored that you accept my invitation,1,joy,Nararamdaman kong iginagalang na tinanggap mo ang aking imbitasyon.
i feel like i am in ludicrous speed,0,sadness,Parang nasa ludicrous speed ako.
i often feel the need to defend just about anything even in casual conversation like blue s from the color code are usually christmas fanatics and i jump in and,1,joy,"Madalas akong makaramdam ng pangangailangan na ipagtanggol halos anumang bagay kahit sa simpleng usapan, gaya ng kung ang mga kulay asul ay karaniwang mga mahilig sa Pasko ayon sa code ng kulay, at ako'y sasali at"
i forgot to feel sentimental about my line being pulled,0,sadness,Nakalimutan kong makaramdam ng malungkot dahil sa paghila ng aking linya.
i love sunshine havent had much but the feeling of it on my shoulders as i walk around the yard is amazing,4,fear,"Mahal ko ang sikat ng araw, hindi ko naranasan nang marami, pero ang pakiramdam nito sa aking balikat habang naglalakad sa bakuran ay kahanga-hanga."
i prayed for love for the people that i was feeling bitter towards and that they would find what was best for them,3,anger,Nanalangin ako ng pag-ibig para sa mga taong aking kinikimkim ang sama ng loob at na sana ay mahanap nila ang pinakamabuti para sa kanila.
i feel so pretty and glamorous,1,joy,Nararamdaman kong sobrang ganda at glamoroso.
i asked feeling smug,1,joy,"Nagtanong ako, parang mayabang."
ive ever worked on and i feel very privileged to work with such an amazing team,1,joy,Ito ang pinakamahusay na proyekto na aking nakatrabaho at nararamdaman kong lubos na pinagpala na makasama ang isang kahanga-hangang koponan.
i feel i am beyond pissed off disappointed frustrated with myself,3,anger,"Napakasaya ko, sobrang disappointed, frustrated, at galit sa sarili ko."
i feel left alone,0,sadness,Nararamdaman kong iniwan ako.
i ain t shot a bitch since this morning so i m feelin a little gun horny,2,love,Hindi ako nagpaputok ng baril mula kaninang umaga kaya medyo nasusunog na ang aking pagnanais gamitin ito.
i feel lonely i remember my moms saying,0,sadness,"Nararamdaman kong nag-iisa ako, naaalala ko ang sinasabi ng aking ina."
i didnt cry but i was starting to feel neurotic so my sister who was amazingly chill that morning brought me an ativan,4,fear,Hindi ako umiyak pero nagsisimula nang makaramdam ng nerbiyos kaya ang kapatid kong sobrang kalmado noong umaga ay nagdala sa akin ng ativan.
i can t make myself feel joyful but i can focus on the positive,1,joy,Hindi ko magawa ang sarili kong maramdaman ang kagalakan ngunit kaya kong tumutok sa mga positibo.
i do feel a little needy,0,sadness,Nararamdaman ko medyo nangangailangan.
i feel as the author is very passionate about his poem because when he wrote his poem he wrote from his feeling and history,1,joy,Nararamdaman kong lubos na may pagmamahal ang may-akda sa kanyang tula dahil isinulat niya ito mula sa kanyang damdamin at kasaysayan.
i instead feel restless,4,fear,Mas gusto kong makaramdam ng hindi pagkapanatag.
i also feel proud of her,1,joy,Ako rin ay nagmamalaki sa kanya.
i suppose thats wonderful because it means that they can learn so much so quickly and also make me feel like an idiot much the way i did to my parents when they couldnt figure out how to leave an outgoing message on the answering machine,1,joy,"Siguro maganda iyon dahil ibig sabihin, mabilis silang matututo at mapapahiya rin ako gaya ng nangyari sa aking mga magulang noong hindi nila alam kung paano mag-iwan ng mensahe sa answering machine."
i asked feeling slightly wimpy,4,fear,"Nagtanong ako, medyo nahihiya."
i had for me to confess my feelings for her but still i couldnt bring myself to her for i was scared of losing her once more,4,fear,Kailangan kong aminin ang aking nararamdaman para sa kanya ngunit hindi ko pa rin magawa dahil natatakot akong mawala siya muli.
i know its the lot of the dumpee to feel slighted jealous unable to move on depressed angry and a whole bunch of other negative emotions that stem from the whole rejection and sometimes replacement involved in the break up process,3,anger,"Alam kong karaniwan para sa taong iniwan na maramdaman ang pagkainsulto, selos, kawalan ng kakayahang bumitaw, depresyon, galit, at maraming iba pang negatibong emosyon na nagmumula sa buong proseso ng pagtanggi at minsan ang pagpapalit na kasangkot sa paghihiwalay."
i feel lonely so unbearably crushingly lonely you are not the only one a href http creativeliar,0,sadness,"Nararamdaman ko ang pag-iisa, sobrang lakas at nakakapighati, hindi ka nag-iisa."
i feel about putting on brave faces fuck that let s get real,1,joy,"Nararamdaman ko, ang pagpanggap na matapang, p*** iyan, magiging tapat na tayo."
i was thinking about how you all were watching general conference and i was feeling a bit jealous,3,anger,Iniisip ko kung paano kayong lahat nanonood ng General Conference at medyo nasasaktan ako ng kaunting inggit.
i know and i feel that its time to wake up to be brave to change my perspective,1,joy,"Alam ko at nararamdaman kong oras na upang magising, maging matapang, at baguhin ang aking pananaw."
i shall have to stay feeling neglectful of all things art related,0,sadness,Kailangan kong manatili na parang hindi ko pinapansin ang lahat ng bagay na may kinalaman sa sining.
i also find that during those times when i feel victimized by his loss i dont feel him near me at all,0,sadness,"Nakakaramdam din ako na kapag nararamdaman kong biktima ng kanyang pagkawala, hindi ko siya nararamdaman malapit sa akin."
i feel like everything i do i will make a mistake and i will be punished,0,sadness,Parang lahat ng ginagawa ko ay magkakamali at parurusahan ako.
i mean i already did of course but i feel more glamourous naked now,1,joy,"Ibig sabihin, ginawa ko na nga siyempre pero mas nakakaramdam ako ng glamoroso nang hubad ngayon."
i feel decently intelligent,1,joy,Nararamdaman kong katamtaman ang aking katalinuhan.
i dont want to pretend i am someone and i am not because i dont feel comfortable,1,joy,Ayaw kong magpanggap na ako'y isang tao na hindi ako dahil hindi ako komportable.
i cherished and enjoyed i didn t have many friends in college and she was my first real friend that made me feel like i was accepted,2,love,Iniingatan ko at tinatamasa ko siya dahil hindi ako maraming kaibigan sa kolehiyo at siya ang aking unang tunay na kaibigan na nagpaparamdam sa akin na tinatanggap ako.
i want to be positive in the morning i will need to convince my subconscious into believing i am feeling terrific,1,joy,"Gusto kong maging positibo sa umaga, kailangan kong hikayatin ang aking di- malay na paniwalaan na nararamdaman kong kahanga-hanga."
i feel helpless at the same time wherein practically no other option than to just sit and watch the drama,4,fear,Nararamdaman kong walang magawa habang halos wala nang ibang pagpipilian kundi manatili at panoorin ang drama.
i kind of struggled with it though and didnt feel like it was super powerful,1,joy,"Nahirapan ako rito, at hindi ko naramdaman na sobrang makapangyarihan ito."
i woke up this morning feeling like the unfortunate drain cover that a href http www,0,sadness,Gumising ako kaninang umaga na parang ang malas na takip ng kanal na a href http www.
i just havent been taking much action in my life rather leaving it at status quo probably not a good idea but i feel that things exist at such a delicate balance that i am afraid if i lunge for what i want the whole thing will crumble and i will be worse off than before,2,love,"Hindi ko lang talaga ginagawa ang mga hakbang sa buhay ko, mas pinipili kong manatili sa kasalukuyang kalagayan, marahil hindi maganda ang ideya ngunit nararamdaman kong ang mga bagay ay nasa napaka-delikadong balanse kaya natatakot akong kung aagawan ko ang gusto ko, maaaring bumagsak ang lahat at magiging mas masahol pa ako kaysa dati."
i finally realized that all i needed was to be and feel useful and blogging allowed me to do that,1,joy,"Sa wakas, napagtanto ko na ang kailangan ko lang ay maging at maramdaman ang kapaki-pakinabang, at ang pagsusulat ng blog ay nagbibigay-daan sa akin na gawin iyon."
i go on these walks with my mother in the evenings i feel this frantic anxious energy from her as if shes losing her daughter and doesnt know how to win her back,4,fear,"Naglalakad kami ng aking ina sa gabi, nararamdaman ko ang kanyang mabilis at nag-aalalang enerhiya parang nawawala ang kanyang anak at hindi alam kung paano siya mababalik."
i should feel awful about the nonexistence of gods,0,sadness,Dapat akong maramdaman ang pagsisisi dahil sa kawalan ng mga diyos.
i have been sneakily listen to x mas music since the beginning of october but now i feel as if it is a little more socially acceptable to prance around while eartha kitt s version of santa baby blares from my ipod,1,joy,"Nagtatago akong nakikinig ng Christmas music simula pa noong Oktubre pero ngayon parang mas tanggap na sa lipunan na sumayaw habang tumutugtog ang bersyon ni Eartha Kitt ng ""Santa Baby"" sa aking iPod."
i miss them like crazy every time i think about them i feel a sense of melancholy a fervent yearning to see them to be by their side to know how they are doing,0,sadness,"Napaka-miss ko sila, parang baliw na. Tuwing naaalala ko sila, nararamdaman ko ang kalungkutan, isang matinding pagnanasa na makita sila, makasama sila, at malaman kung ano ang kanilang kalagayan."
i feel a little overwhelmed,4,fear,Nararamdaman kong medyo nababalot.
i feel that were like sweet couple,2,love,Nararamdaman kong parang magandang magkasintahan tayo.
i am yelling at my kids at the drop of a hat for no reason possess no energy to do anything just feeling irritable and sad about everything,3,anger,"Sumisigaw ako sa aking mga anak kahit walang dahilan, wala akong lakas para gawin ang kahit ano, puro sama ng loob at kalungkutan ang nararamdaman ko sa lahat ng bagay."
i feel like ive been kinda listless,0,sadness,Parang nawawala ang gana ko.
i finished checking in bruce had already left and yiling was just leaving so i don t feel i had a chance to properly thank them for being so considerate and making sure we got settled in,1,joy,"Tapos na akong mag-check in, umalis na si Bruce at papalabas na rin si Yiling kaya hindi ko naramdaman na nabigyan ko sila ng tamang pasasalamat dahil sa kanilang pagiging mapagkalinga at siguradong nakasya kami."
i did feel for her but honestly i was just too glad to have some kind of salvation from the merciless sun,1,joy,"Naramdaman ko ang awa ko para sa kanya ngunit totoo, sobrang saya ko dahil nakahanap ako ng kahit anong kaligtasan mula sa walang habas na araw."
i feel lethargic and do not really look forward to anything or take joy in anything and i kinda felt like that last night,0,sadness,"Nararamdaman kong pagod at hindi ko tunay na inaasahan ang anumang bagay o nakakaramdam ng saya sa anumang bagay, at medyo ganito rin ako kahapon gabi."
i didn t sleep well the night before and am not feeling half as brave as i was yesterday,1,joy,Hindi ako nakatulog nang maayos kagabi at hindi ako nakakaramdam ng kalahati ng tapang na naramdaman ko kahapon.
i think about it with the anticipation i was feeling yesterday its kind of a miracle that i didnt like fake an injury or something just to be able to go to the hospital to see them,0,sadness,"Iniisip ko ito na may pag-asa gaya ng naramdaman ko kahapon, parang isang himala na hindi ako nagpanggap na nasugatan o kaya'y nagkasakit para lang makapunta sa ospital at makita sila."
i also feel that the people in the village friendly and i do not need to be as alert as in manila though as the common sense rule still stays that is not to let your guard down,1,joy,"Nararamdaman ko rin na mga tao sa baryo ay mabait at hindi na kailangan maging alerto gaya sa Maynila, bagama't ang karaniwang payo ay hindi dapat pababayaan ang pag-iingat."
i walk in the door to my house i feel happy,1,joy,"Pagpasok ko sa bahay, nararamdaman kong masaya."
i feel very deprived i feel like i did so many things right amp so many things just went wrong,0,sadness,"Nararamdaman kong lubos akong pinagkaitan, parang nagawa ko nang tama ang maraming bagay ngunit marami ring bagay na mali ang nangyari."
i also feel useless and unfulfilled,0,sadness,Nararamdaman ko rin ang kawalan ng saysay at hindi pagiging kontento.
i am left feeling happy about having the time to rest and take care of me but at the same time this huge sense of guilt builds up inside of me for not having respected our date for being an unreliable teacher a selfish friend,1,joy,"Nakakatuwa na nakakuha ako ng oras para magpahinga at alagaan ang sarili ko, ngunit kasabay nito ay lumalaki ang pakiramdam ng pagkakasala sa loob ko dahil hindi ko iginagalang ang aming petsa at sa pagiging hindi maaasahang guro at makasarili kong kaibigan."
i feel much better and without the help of ice,1,joy,Mas mahusay na ako ngayon at wala nang kailangan ng yelo.
i was just not feeling up to it for a few reasons but i am so glad to be back,1,joy,"Hindi ko lang naramdaman na kaya ko noon dahil sa ilang dahilan, pero sobrang saya kong makasama kayo muli."
i have to admit that while the story itself was interesting in their portrayal of the well known biblical story i came away feeling a little disappointed with the end result especially considering the names involved,0,sadness,"Kailangan kong aminin na bagama't nakakaakit ang kwento mismo sa kanilang paglalarawan ng kilalang Bibliya, lumabas akong medyo nabigo sa wakas, lalo na't isinasaalang-alang ang mga pangalan na sangkot."
i was feeling super pressed for time the other day i did cut back on the amount of time i meditated but i didn t skip it altogether,1,joy,"Napaka-pressure ng oras ko noong araw, kaya medyo binabawasan ko ang oras ng pagmemeditate ko pero hindi ko naman ito pinababayaan."
i reflect back on all the beer i drank i feel shamed,0,sadness,"Napapagtanto ko ang lahat ng alak na nainom ko, at nararamdaman ko ang kahihiyan."
i am not feeling shitty about life anymore,0,sadness,Hindi na ako nakakaramdam ng pagkabigo sa buhay.
i feel when ever i listen to the msm main stream media deprived,0,sadness,"Nararamdaman ko kapag nakikinig ako sa mainstream media, parang kulang o pinagkaitan."
i feel everything is in control then i am ok,1,joy,"Nararamdaman kong lahat ay nasa kontrol, kaya ako ay maayos."
i sent her was pretty long and now i feel a little embarrassed looking back at the letter i gave her,0,sadness,Ang ipinadala ko sa kanya ay medyo mahaba at ngayon ay medyo nahihiya na ako pagtingin ko uli sa liham na ibinigay ko sa kanya.
i am feeling especially lively,1,joy,Nararamdaman kong lalong masigla.
i have lost touch with the things that i feel passionate about i am getting less spontaneous am living by lists urgh,1,joy,"Nawala na ang aking koneksyon sa mga bagay na aking pinapasansiyon; nagiging mas hindi mapangahas ako, at nabubuhay sa pamamagitan ng mga listahan. Ugh."
i feel very distressed because i m supportive of this campaign and with the senator jackson told cnn,4,fear,Napakasakit ng pakiramdam ko dahil sumusuporta ako sa kampanyang ito at sa sinabi ni Senador Jackson sa CNN.
i know that i shouldnt have run around with his dirty socks on a stick like a flag for our friends to see no matter how angry or hurt i was feeling about the dirty laundry that he left me,0,sadness,Alam kong hindi ko dapat maglakad-lakad na may suot na maruruming medyas niya sa isang patpat gaya ng watawat para makita ng mga kaibigan natin kahit gaano ako kasakit o galit dahil sa maruruming damit na iniwan niya sa akin.
i feel shitty because she quit a job to come here but there is only so much hand holding and training that i am willing to do,0,sadness,Nararamdaman kong masama dahil iniwan niya ang trabaho para pumunta rito ngunit may limitasyon lang ako sa paghawak ng kamay at pagtuturo na kaya kong gawin.
i manage to reach a conclusion after all my musings i feel somehow more resolved,1,joy,"Nakarating ako sa isang konklusyon matapos ang lahat ng aking pagninilay, at nararamdaman kong medyo mas nalutas na ang aking pag-aalala."
i dont have to buy it in tubs which feels vile,3,anger,Hindi ko kailangan bumili nito sa mga balde na parang nakakabastos.
i feel like a divorcee we were together so long and our separation was so messy,0,sadness,"Parang isang hiwalay na asawa ako, matagal kaming magkasama at gulo ang aming paghihiwalay."
i always tell people my brd armor sucks since i totally feel it does so i was amazed to see some of the crap some brds wear,4,fear,Lagi kong sinasabi sa mga tao na ang aking brd armor ay pangit dahil ganun talaga ang nararamdaman ko kaya nagulat ako nang makita ang ilan sa mga kalat na suot ng ibang brds.
im already feeling nostalgic about the san antonio spurs golden state warriors series and it hasnt even ended yet,2,love,"Na-nostalgic na ako sa serye ng San Antonio Spurs at Golden State Warriors, at hindi pa nga ito natapos."
i personally feel they are doomed to finish dead last in the nl central without this key cog to any championship team,0,sadness,"Sa aking palagay, sila ay mapupunta sa hulihan ng NL Central nang walang mahalagang bahagi ng isang kampeonang koponan."
i thought this is precisely why i m making the show because i feel very uncertain in the world,4,fear,"Akala ko, ito ang eksaktong dahilan kung bakit ginagawa ko ang palabas dahil nararamdaman kong lubhang hindi sigurado sa mundo."
