text,label,label_desc
i love more than anyone made me feel like i hated them sooo much but i knew i didnt which really hurt i ened up being a dick and crying for like an hour in front of people which was even more stupid,0,sadness
i dont know what i feel he seems sincere,1,joy
i feel this is the time to mention a fond farewell to one of our longest running sponsors a href http www,2,love
when my mother was seriously ill and had to be admitted to the hospital,4,fear
i was reading through our old blog entries the other night feeling nostalgic and missing my boys and i came across our list of projects we had to do before we left,2,love
i should be able to head shot someone at the other end of a football field because i feel threatened by them,4,fear
i feel furious about him not leaving,3,anger
i am a year later heavier than ive ever been i gained back that lbs in the weeks i was pregnant trying to sort out feelings for my troubled marriage missing my hearts dream of dance wondering if ill ever want more kids again and if that makes me a horrible person,0,sadness
i love the passion and the feeling of wonderful uncertainty of those teenage years,1,joy
i feel like im single handedly supporting the tissue industry at the moment,2,love
i am feeling so weepy and emotional still,0,sadness
i feel like this is a dirty confession,0,sadness
ive been has been in the seat beside me in an airplane when i feel smug because they have to stop reading when the announcement goes out and my book is still open,1,joy
i get platitudes from well meaning folks that can make me feel like i should be bothered about things that don t bother me,3,anger
i was cut into feeling pain that shocked me,4,fear
i have learned to not take myself seriously enough to feel humiliated,0,sadness
i also began to feel my contractions at a very dull intensity,0,sadness
i feel insulted that he doesnt know me better than that,3,anger
i kind of feel like he is sincere,1,joy
i love being able to wear track pants in the day time with the cuffs rolled up with anklets and ballet flats i love being ridiculously warm and feeling smug as i see people struggling with bags with their big coats with pockets like these who needs bags,1,joy
i feel weird when yuuki talks to other girls,4,fear
i feel especially thankful,1,joy
i type this i feel like one of those unfortunate animals that gets caught in washing machines and somehow survives much lighter ragged and half dead,0,sadness
im feeling a bit mellow this morning,1,joy
i see that through waiting it out on some of these desires and wrestling through the questions and feelings of purpose i see that god has been faithful and has now made a way for it to happen,1,joy
i was feeling very melancholy tonight for reasons i dont want to talk about,0,sadness
i feel so inspired,1,joy
i am feeling cranky or not cooperative i should be allowed to sleep or relax and if i am not given this opportunity it s not my fault if i body slam my bosses or harass museum visitors,3,anger
i speak of friends online who drop me from friends lists i feel unloved and disregarded,0,sadness
i also feel like why is what i m going to say going to be important in any way shape or form,1,joy
i needed with money that i had occasionally made me feel guilty,0,sadness
i think i forgot that and that anyone who didnt feel enriched with me in their life should be welcomed to leave me,1,joy
im feeling very hopeful about graduating this fall,1,joy
i feel so dull and drowsy all the time,0,sadness
i feel almost embarrassed to be writing its been so long since i have,0,sadness
i feel its a must that i exspress my sincere appriciation for all your efforts,1,joy
i will feel better for a while that i will find my voice again for a while and that my physical body will continue to deteriorate,1,joy
i am feeling disappointed at myself for making mistakes or getting frustrated for not knowing a lot of things taryns words would be ringing in my head,0,sadness
i feel just complain that companies are becoming too rich because of the taxes imposed upon them,1,joy
i found it to be a deeply moving read and i feel it s a book that should be read twice because there s so much in there you ll discover the second time around which you might ve missed on the first read,0,sadness
ive lived too long feeling shitty being picked on and feeling like the odd one out,0,sadness
i feel like valentines day should about confessing romantic love said jin hee oh an office worker shopping at lotte department store,2,love
i feel a little pained but that will probably pass the last illusions of childhood,0,sadness
i worked very hard on holding my technique when i was tired and i feel sure that it is improving,1,joy
i feel like were kind of boring,0,sadness
i guess this is because that im feeling really excited about it,1,joy
i feel like washing and caring for the lunapads teaches a certain amount of appreciation for our things,2,love
i feel empty inside iphone wallpaper mobile wallpaper to your wap folder img src http images,0,sadness
i want more than anything is for my kids to feel loved safe and cared for,2,love
i need to go and im feeling a longing inside at that point for him,2,love
i know beyond a shadow of a doubt that i am loved i feel the most unloved unworthy and rejected ive ever felt,0,sadness
i could curse swear be angry be sad be happy be moody etc etc on the things i write just because i feel kinda disturbed with the search queries displayed on the dashboard that containing my name full name blog s name or my usual nickname,0,sadness
i had a feeling you werent very fond of her,2,love
i am feeling listless without direction,0,sadness
i feel reluctant to supply this motion picture a score of stars from,4,fear
ill admit it im bitchy sometimes but i feel as time goes by im getting more bitchy with him than my other relationships that went past the month mark,3,anger
i feel it is always important to have a career plan if i am not aiming towards something then i am not growing and developing new skills,1,joy
i had no obligations except the thesis which i didnt do i already started missing something that would make free time feel more valuable,1,joy
i just couldnt help feeling a little bit bitter towards his great big happy grin,3,anger
i am sitting here feeling a bit grumpy moanday blues anyone else feeling this way too,3,anger
i feel ecstatic and happy and now anxious,1,joy
ive turned it on a bit but its feeling very casual,1,joy
i feel really greedy wanting all this stuff but my mom asked me to make a list so,3,anger
i feel like i m murdering innocent brain cells thinking so hard about all these rather meaningless issues but i really want to maximise the use of weekends during this effed up army phase,1,joy
i feel like youre ashamed to be seen with me in public because im bigger than you,0,sadness
i now regret because i feel they were too positive about mediocre books and i think thats unfair on and detrimental to the books i actually really liked but gave a similar rating or review,1,joy
i feel so inspired by her motivation and passion that i wanted to share it here with you a href http,1,joy
i was starting to feel somewhat sympathetic toward ms finke,2,love
i feel smart yet comfortable in it i feel good when i wear it,1,joy
i feel very strongly about supporting the brave men and women who sacrifice for our nation said begleiter,2,love
i am not desperate for a job and don t really feel impressed to go find a job because i have one img src http randythomas,4,fear
i feel lousy on a daily basis,0,sadness
i feel dirty even admitting that ive seen it much less own it on dvd,0,sadness
i couldnt help but feel sincere gratitude for the blessings of the lord in my life and the lives of my children,1,joy
i feel for steve irwins family but it was a tragic accident,0,sadness
i just have to close my eyes and feel that sweet gentle ache and i know,1,joy
i couldnt help but feel that all these people had missed the best of the day,0,sadness
im feeling stressed retail therapy is the way,3,anger
when i got my bsc degree with first class,1,joy
i feel like i need to be some tortured soul in order to create words or whatever,4,fear
i want to be extremely amp feel successful again,1,joy
i feel like we tortured him that whole time,4,fear
i may have spent the last hours feeling like a tortured soul but on the other side its all sunshine and rainbows,4,fear
im feeling a little apprehensive about this party,4,fear
i should feel blessed to have but what about me cause i thought i mattered in this situation,1,joy
i feel like i have doomed myself to failure,0,sadness
i very much enjoyed the build up and the air of suspense and confusion throughout but i cant help but feel dissatisfied by the ending,3,anger
i fell for it big time and feel appropriately shamed,0,sadness
i will tell ya i have been following a very norma inspired diet for a week tomorrow and i feel amazing,4,fear
i just cannot write when i am so sick and that means more than a week of feeling rotten which means a stalled novel,0,sadness
i didnt feel any emotional pulls toward anyone except the lord,0,sadness
i feel assured that foods that are grown organic free from pesticides in soil and water that aren t contaminated that s good for us,1,joy
i feel pretty can you spot my son,1,joy
i heap the guilt on and feel worthless and embarrassed because of my lack of productivity,0,sadness
i entered a depression feeling helpless hopeless and adrift betrayed disillusioned and wondering who i could trust,0,sadness
ive definitely had that underwater feeling lately so i was relieved to take part in a lenten service at church today one designed to clear the head of transitory concerns,1,joy
i do not believe guns are the solution to feeling afraid,4,fear
im sleeping better i still just generally feel exhausted i so hope this feeling passes soon,0,sadness
i closed her eyes in anger and feeling disgusted by this touch,3,anger
i need to really appreciate not wearing a coat and feeling the hot sun and going to the pool and eating ice cream,2,love
i also chat when i feel frustrated with guys but now i think about my future husband,3,anger
i suppose i m feeling a little sarcastic about today s holiday,3,anger
im already feeling less agitated,3,anger
i feel dirty and don t know why,0,sadness
i feel it was perfect as a jumping off point for what is to come,1,joy
im feeling a bit melancholy for some reason so im not going to post further for now but hopefully this re discovery of my old thoughts and goals will help me to re align my focus a bit,0,sadness
i feel quite surprised that i have a fairly significant amount of blog readers,4,fear
i just feel like being selfish and really live my life,3,anger
i feel a little sentimental about because i distinctly remember as a child celebrating my parents th birthdays and they seemed so,0,sadness
i feel even if he killed himself it was because he was agonized to that extent,0,sadness
im going at it with so much gusto i feel aching in my body already,0,sadness
i was happy with the progress but i was also beginning to feel a little hopeless,0,sadness
i can feel it physically sort of aching and now im kind of expecting a response i dont know what it would say but ive got a good idea,0,sadness
i feel so blessed to be experiencing this season of my life as a new mother,2,love
i remember feeling so helpless i had been a mother for no less than hours and i had already failed my daughter,0,sadness
i wont feel resentful or smothered or annoyed,3,anger
i do very well and feel relieved just talking about clearing the cobwebs of psychopathology how that affects my life now and what i m working on within me to overcome or at least manage it,1,joy
i am feeling more in control more comfortable adjusting to all terrain and more able to push myself each run,1,joy
i feel like i missed my calling id be a damn good special ed teacher,0,sadness
i also like to try to answer the tough questions people have so feel free to post some,1,joy
i feel the longing for the way things used to be makes the ride a bit of an emotional roller coaster,2,love
i will try to tackle issues such as the bills that make their way through congress as well as those that i feel should be on the table for issues to be resolved,1,joy
im feeling rather hostile over the whole hostel situation,3,anger
i feel like one of those devoted fans who follows their favorite band while they are on tour only years late,2,love
i try my best to be stoic i try to keep myself from feeling any emotions by being carefree and far from serious,1,joy
i am feeling a little more confident i haven t totally lost my mojo but time is running out,1,joy
i hope to use this blog site to put my feelings into words and let myself look back and see how determined i am this beautiful morning to be healthier,1,joy
im feeling awfully overwhelmed by everything right now the demands from mother the needs of my family trying to shield my dear husband from as much as possible the list goes on and on,4,fear
i do eat rawly goodness i feel radiant,1,joy
i do at times feel complacent with my life as is,1,joy
ive been thinking about it because recently theres been times ive been overwhelmed with gratitude to the point of tears and other times im thinking about it because im im feeling so incredibly ungrateful maybe also to the point of tears and wondering why,0,sadness
im feeling really festive now tree is up amp decorated apart from the fairy shes still in the loft will have to go and find her tomorrow,1,joy
i did that at the recent french open with the claret jug so i now feel somewhat reluctant i got close to the claret jug in france as i felt afterwards i want to be able to do that till hopefully win the open and then get to bond it for the next twelve months,4,fear
i feel very confident that its a good one,1,joy
i feel amazing doctor,4,fear
i feel ecstatic when youre with me mr mrs lightning rod,1,joy
i would love to go into this for two reasons i care about how people feel and im a very sweet person so i think id be good at it and helping them get through it,1,joy
i was talking to elder ditlevsen the other day about my plans at college and things and how you guys were all way excited for me to get back and he told me that he remembered feeling a little nervous as a parent,4,fear
i feel proud to be queer performing at lovebox,1,joy
a girl entered in the division where i work and greeted everybody but not me,3,anger
i try to hold my tongue try to see it from his point of view but inside i am feeling agitated and irritable about all this pressure to please him when i cannot seem to get my own self in order,4,fear
im in a strange situation or feeling awkward i sometimes switch into comedian mode a bit of a defence mechanism from my self conscious school days and turned some of the sessions into katrinas minute stand up routine,0,sadness
a certain friend tried to push me off a seat in a very violent way for no apparent reason it may be that he was excited about something,3,anger
i was worried that it would be awkward and i would feel lonely,0,sadness
i feel like i ve given him half the responsibility of caring for my kids,2,love
i feel passionate about and feeling so utterly completely free,1,joy
i hurt their feelings for refusing to listen to their spiteful hurtful sniping at others,3,anger
i cleared my head and have come back feeling determined to further myself in my career,1,joy
i feel very irritated and annoyed today,3,anger
i am a bit too impractical in thoughts as i feel that makes life less doubtful,4,fear
i recently learned that there is a very slight difference between empathetic and sympathetic in definition empathetic being able to actually feel the emotion and sympathetic being the ability to understand the emotion and i realized that there is also a fine line between the two in writing,2,love
i feel so disturbed i have been having difficulties sleeping,0,sadness
i should feel all weepy,0,sadness
i am feeling more generous though i see it for what it is someone who doesn t know what we are going through from the insdie and is desperate to be helpful in some measure,2,love
i often feel overwhelmed with all of the office and administration work required of the teacher,4,fear
ive eaten today well ill give you the highlights i feel like focusing on the negatives like that unpleasant green curry from thai club,0,sadness
im heartbroken about in love with the world but i think maybe im feeling heartbroken so acutely is it came to me today that every time ive been asked to stay somewhere in the past years or so ive left,0,sadness
i wrong to feel so aggravated,3,anger
i feel like if i m too fake with lighting you ll be taken away and not immersed in the story,0,sadness
i feel so rude i thought as i dialed my house,3,anger
i feel ridiculously glamourous in it i never want to take it off i may become a recluse just so that i can wear this dressing gown all day swan about,1,joy
i feel im getting less and less vigorous,1,joy
im feeling discontent with my sex life i feel like crying like venting about it,0,sadness
i finally get it right i feel happily smug and relieved that a piece of work is done,1,joy
i didnt feel if i was having a shitty day i wouldnt usually come right out and say i was having a shitty day,0,sadness
i will probably just be lazy and lounge around the house and possibly go down to the pool depends how im feeling and what i can be bothered to do its my last day off before i go back to work so yeah,3,anger
i cant help but feel excited for the part where i get to hang out with him and we can start to talk like friends talk and watch each other live our separate lives,1,joy
i feel empty and lonely i want to cry but i cant i want to scream and im afraid to,0,sadness
i won t say that i didn t feel any fear because i did but i was surprised at how calm i was,4,fear
i was to do the same to them i would have this guilty conscience and i would feel like a heartless bitch,3,anger
during the weekend at home,3,anger
i didnt really feel an appetite for noodles i chose a bowl of rice with sweet potatoe tempura amp miso soup was included,1,joy
i feel like being friendly is a chore but without people around me i feel lonely,1,joy
im feeling fairly miserable about this,0,sadness
i feel low or exhausted i either watch this movie or listen to this poetry,0,sadness
i was so scared it wasnt even funny it just made me feel more pathetic and stupid,0,sadness
im ready to start my shots again that two and a half weeks off just flies and im feeling miserable about it the thought that these peeps will be helping me through it makes it a bearable experience to the point where when this whole thing is done and dusted i will actually miss them all,0,sadness
i feel complacent if i were to choose the secure path probably not i think id find adventure in anything,1,joy
i give probably to the degree that some might see as too much but if i feel taken advantage of or wronged in any sense i have absolutely no problem shutting it down and walking away,3,anger
i feel embarrassed looking at wedding dresses,0,sadness
i feel like there has been way too much products on the blog lately and i miss the amazing home,1,joy
i consistently ask myself especially when i am feeling low or having doubts about my future,0,sadness
im reading through the online world of blogs i start feeling pretty dumb,0,sadness
i had to go to the gym so many times this last spring that i just kind of got used to feeling neurotic and then the neurotic feeling kind of went away,4,fear
i cant really explain the feeling i get inside when someone is mad at me,3,anger
i dont think that happens a lot so i feel insanely cranky when i couldnt get an ear immediately,3,anger
i live in philadelphia pa and i m pretty sure if he said you were just under and drove you home he was feeling sympathetic and if he was going to ticket you he would have right then and there,2,love
i cant be bothered as coming and doing is a pleasant pass time followed by cascades of positive feelings unless you are sexualy troubled,0,sadness
im beginning to feel listless and a bit lonely,0,sadness
i hate falling asleep napping during the day i wake up feeling so groggy,0,sadness
i would constantly feel agitated,4,fear
i feel totally comfortable without being wealthy and like the feeling to work hardly and a long time for every single wish in my mind that i want to become true,1,joy
i feel afraid but i have learned to allow myself to be afraid,4,fear
i do not like chain letters or anything that says you must we all have too many things we feel we must do so i give it to you freely with no obligation that you must do anything except the sincere wish for you to be happy,1,joy
i actually found myself resenting the song for making me feel which is weird for me because i used to play guitar and sing in church like all the time and music was a huge part of my life in college and high school,4,fear
i just have a feeling there s something special in his simplicity something that i m not yet able to put my finger on,1,joy
i have to visit them every after school and later i have to go tuition and i do not have the time to even study for my exam next week and i have a feeling that i am so going to fail a lot of my subjects and to be blamed for either not concentrating during class or not studying,0,sadness
ive made it through a week i just feel beaten down,0,sadness
i am feeling so much sadness realising that i have gone through life like this but it is such a celebration that now i no longer have to harden to hide that i am scared from myself and others,4,fear
i feel i begin to compare myself to others what an ugly and painful thing to do,0,sadness
i probably missed you too much jongwoon teases but ryeowook doesn t have to hear him say it to know it s truth feeling it in his kisses the gentle touches up his spine warm breath ghosting over his ear,2,love
i was left feeling embarrassed stupid but i was on a mission to fuel up with coffee is this an excuse,0,sadness
i fall off when my uncle hits so i cant imagine what it must feel like to go mph other than cool and possibly painful,1,joy
im feeling today youd think that the men had beaten me up,0,sadness
i have reason to wonder to be confused to feel angered to say youre selfish to say youre cold,3,anger
i feel a bit stupid for writing that but it s true,0,sadness
i feeling more assured of having success than ever,1,joy
i was still feelin kind of irritable and funky from the day before but so it goes,3,anger
i retorted feeling my face grow hot,2,love
i just feel like a very successful year old,1,joy
i feel welcomed by my confidence that i belong here,1,joy
i just don t feel i have it in me to get out of bed i can will the dull throbbing of hopelessness to give way and let forth a renewed sensed of hope reflect back on my accomplishments and dig up the inner strength i ve worked so very hard to reestablish,0,sadness
i have been feeling crappy about myself for too long and its time for something to happen,0,sadness
i feel less respected less,1,joy
i don t know but it seems important to them that i feel unwelcome,0,sadness
i do feel resentful towards other bloggers writing for and against i don t even qualify to feel offence since delhi girls are obviously punjabi,3,anger
i write these words i feel sweet baby kicks from within and my memory is refreshed i would do anything for this boy,1,joy
i feel so burdened as if something is holding me still and weighing me down,0,sadness
i feel is awkward because it s too high four steps for a,0,sadness
i can t wait to get it over with i m not feeling stressed but absolutely hating studying,0,sadness
i was feeling a bit rebellious today,3,anger
i feel so supportive of her because shes pretty good she sang for us at a meeting we had,2,love
i feel petty for thinking like i have i feel stupid that i let things get to me so easily,3,anger
i buy books about people i feel are equally fucked up as i am or books about zen approaches to shitty situations,3,anger
i don t feel like i have been shamed for my body but i have felt pressure to have a more socially acceptable body size,0,sadness
i feel so appreciative of the rights that i have and that i have so much freedom and that i exercise those freedoms every day and that i have a voice,1,joy
im thinking and my way of doing things while i dun understand his feelings not considerate and always assume im right thinking that hes unreasonable and demanding sometimes possesive,2,love
i know takes a lot of present moment awareness and part will be the challenge of accepting things as they are so i don t set up a feeling of wanting or discontent,0,sadness
i feel that hallmark was sincere in their apology and am going to let it go,1,joy
i aware and concerned for everyone will give attention not only marriages and deaths but also with equal seriousness to the elderly woman who feels helpless because she does not know which oven to buy,4,fear
when they phoned me from greatbritain to tell me that i could go there,1,joy
i do classes when i feel super strong and capable,1,joy
i feel so passionate and excited about my new business deer daisy,2,love
i feel a bit gloomy in general and not entirely sure why,0,sadness
i was flattered and i liked the feeling of being liked and possibly loved,2,love
i just feel more comfortable and i feel like im not in it alone sure he doesnt express his love much but his tiny actions make up for it,1,joy
i left brands hatch feeling optimistic about the future said holland,1,joy
i feel very angry but once a simple msg made me blur really blur,3,anger
i had on my plate without the stress of feeling completely overwhelmed,4,fear
i was hoping i could rock a bikini with my belly this summer but im not feeling very cute at this stage,1,joy
im around my husband or home alone thinking about him that i feel hopeless,0,sadness
i am working on one thing that i feel unsure of completing,4,fear
i feel i cant stop aching,0,sadness
i really feel like everything is so worthless,0,sadness
i was so nervous all i remember is my heart beating loudly and feeling insecure as others watched me from off stage,4,fear
i bet taylor swift basks in the knowledge that the boys she writes songs about probably feel tortured,4,fear
i choose someone i feel that it is my obligation to be truthful and completely faithful to that person with utmost loyalty,1,joy
ill have to admit while it was an awesome feeling many a time i didnt know what to say froze or went mind blank while observing her,0,sadness
i step back in the game day after day even when the odds of success seem out of favor i love on and when i feel nothing but ugly inside she is there to remind me of who i really am and nothing could be prettier than that,0,sadness
i should run i should always run but i controlled myself pretty well at dinner and did not even feel guilty,0,sadness
i don t mean to be rude but i don t feel i want to be troubled with the thoughts right now,0,sadness
i want to learn something new when i m feeling dull,0,sadness
i think of how many years i spent feeling furious at my dramatic perspective of the world and my extremely sensitive nature,3,anger
i do feel weird making an exact replica of someone else work,4,fear
i woke up early and felt strangely alert and good in contrast to my usual mornings feeling groggy cranky and sore,0,sadness
i feel bashful discussing it i m a closet gamer if you will and yet millions of people from all around the world are doing the same thing,4,fear
i just feeling needy,0,sadness
i have a gut feeling you will do fabulous and i will be the one taking notes love mom journal entries september th,1,joy
i feel a satisfied calm while recording a dream that i presented it like the higher message in which it was intended to be,1,joy
ive been holding onto that are making me feel rotten,0,sadness
i felt like spock amongst a world of humans it was difficult for me to reciprocate feelings for someone because i was so terrified of being hurt and i refused to let other people into my world,4,fear
i began the day feeling intimidated courthouses are designed to intimidate but ended the day cheerfully chatting with the judge in his chambers,4,fear
i feel like watching some delicious trash i always want to include my partner in the ritual,1,joy
i was for awhile and i started feeling irritated and annoyed each time one of my kids filled up their pants again,3,anger
i feel kind of petty blogging about this,3,anger
in sweden,4,fear
i feel this is a very truthful parable because it s so evident in all aspects of life,1,joy
i feel these phrases or sentences in and of themselves are a wonderful story all on their own,1,joy
i feel idiotic and wierd in this class,0,sadness
i turned in for the night feeling about as mellow as could be expected given the circumstances,1,joy
i got the feeling he was only halfway convinced,1,joy
i now feel almost resigned to the loss of the hopes and dreams i once had,0,sadness
i feel rejected by all the men i like i gave up on asking why and what i did so they ran away,0,sadness
i feel like i m giving a speech after receiving an award or something but i would like to publicly thank mark for being so supportive,2,love
i feel awful but i just don t know how to get a child to write letters draw certain things or make up words with the paper letters i had to back onto card laminate and cut without totally losing my shit,0,sadness
i die wont some man make me feel that lifes worthwhile,1,joy
i was thinking that i might be ready but was feeling unsure of my assessment,4,fear
i am not holding in my anger but i am holding it back so that i can still choose with a clearer mind and can feel it without executing someone for something petty,3,anger
i was feeling apprehensive about my journey because i would be using public transportation the whole way,4,fear
i understand that you may feel that it is very rude that i keep destroying your house with my face,3,anger
i havent let myself truley sink into a depressed state of mind feeling like everyone is against me and trusting no one and just basically wanting to die since freshman year,1,joy
im starting to feel overwhelmed again when it comes to the research for this book,4,fear
i woke up feeling this aching in my heart,0,sadness
watching a violent movie,3,anger
i do not want her to feel ugly,0,sadness
i feel low low low just feel like i dont fail because i cant i fail because its my fault whether actually im able to do it but i just sigh its major fail fail fail,0,sadness
i feel bouncy and weird and strange and i love it,1,joy
i feel so weepy like any moment i could just burst into tears,0,sadness
i started to feel cranky and tired up until i resupplied with these vitamins,3,anger
i feel like she needs more but shes content so i guess its working along with that shes our little pipsqueak,1,joy
i feel extremely lucky and blessed to work with such outstanding young ladies,1,joy
i feel kind of dumb,0,sadness
i have been talking with a growing number of friends over the past few months who have been telling me stories of feeling emotionally beaten up by life,0,sadness
i cant help but feel so helpless,0,sadness
i just feel insecure so what should i do sis,4,fear
i was feeling playful,1,joy
i usually have a solution to these kinds of situations but right now i just feel unhappy and run down,0,sadness
i would not be bragging about what amounts to a b but i feel very triumphant about it because i had such a struggle in algebra before and would have been thrilled to get a b then,1,joy
i started to open up about it i started to feel more like myself the stephanie who isn t embarrassed by life s setbacks who tackles difficult situations with humor and honesty,0,sadness
i just had a baby i feel crappy about myself and my husband doesn t seem to want to have sex with me as often,0,sadness
i have this sort of feeling like an emotional undercurrent that im waking up in a sort of spiritual inner heart kind of way,0,sadness
i always feel this sadness and aching in my heart when i look at him,0,sadness
i feel like i m less faithful less worthy less loving and less able,2,love
i learned a lot from this little project if youre ever feeling intimidated by a diy project just go for it,4,fear
i am a month later feeling as hurt as i did that november th when i got his email,0,sadness
i feel like i should admit to her how many times a week i make pasta for dinner and that i never make my bed at school so shes less impressed or something,4,fear
i had a feeling bernd would have odds this week around to and that is more than generous of the sportsbook,2,love
i dont know that i am feeling fearful,4,fear
i hope not pagetitle khatsii feeling fearful,4,fear
i feel it is my obligation to make sure that you understand exactly who i am and what i believe and where i am coming from,1,joy
i feel as if i could speak volumes and be ignored,0,sadness
i know is sounds a tad silly but its a lovely feeling capturing moments and im just glad some people like them too,1,joy
i really enjoyed feeling that i was not alone,0,sadness
i feel that while i was furious with the ra and the mug i was polite to her,3,anger
i feel and i am keen to come to china and experience life in a new country,1,joy
i don t have the longevity or experience in the field to get a feeling for that and i m curious as to what the speculation might be,4,fear
i don t know why i feel so bashful defending it,4,fear
i am so very tired and feeling overwhelmed with my everyday responsibilities which brings me to the point of this post,4,fear
im feeling a bit listless but after the weekend from hell it had good points also im glad for some time to wind down,0,sadness
i see him he just makes me feel so gorgeous,1,joy
i feel i hated you despised you yet you can make me happy even when i was sad in a matter of minutes,0,sadness
im completely fine with bowler providing readers who might be going through a similar identity crisis with the message that they are not alone that their urgings and longings are normal and that they shouldnt be made to feel ashamed of them,0,sadness
i also love seeing a star emerge and i feel like in a few years everyone is gonna know and i can be one of those people who says obnoxious things like bah,3,anger
im still feeling pretty gloomy if truth be told,0,sadness
i feel like im too frickin uptight to let loose enough to love anyone else or more importantly myself,4,fear
i am angry that my employers do not invest in us at all training pay increases bank holidays and it feels like injustice so i feel helpless,4,fear
i couldn t feel positive emotions of any sort,1,joy
i feel i am so strong enough to take this pain thinking how you did me wrong,1,joy
i can feel suffering and turmoil but it also feels the same,0,sadness
i start to feel annoyed about the whole thing and end up ordering pizza,3,anger
i feel all respected trusted give him all i know im a good kisser nijifagilie,1,joy
i feel a bit hesitant about the whole thing given my past two experiences and the fact that i m going to start a new novel while i work on my current wip because i feel like it would be cheating to count the words on my current wip even though i m only about words into it,4,fear
i am feeling and it allows me to be distracted from my own life and caught up in someone elses even though theyre not real people,3,anger
i can feel the awkwardness whenever i do something that was acceptable before but no longer is,1,joy
i know many young women sometimes feel like their career is much more important than a family but i would like to share with them the fact that they have a biological clock and at a certain time they may wish to have children but can t yet a man can still have children,1,joy
i feel that i have often entertained people by not saying what came to my mind in that moment and instead by making up stories or adding some extras especially because,1,joy
i do feel weird why seldom people eat at there,4,fear
i bring this up is because i feel very satisfied with the song selection,1,joy
i somehow feel too artistic le carried on looking and strolling,1,joy
i feel really lucky for everything i have this year a job a roof over my head heat and the ability to give my kids a fun christmas and if i have a little left over i want to pass if forward as the saying goes there but for the grace of god i go,1,joy
i will still feel insecure,4,fear
i didnt let the swim leave me feeling defeated,0,sadness
i do not however feel in any way hostile to anyone or capable of violence,3,anger
i got a haircut today so yes i feel handsome,1,joy
i do that he can t stand feeling threatened and looking over his shoulder,4,fear
i feel bad for searching for rule,0,sadness
i feel like people are aggravated with me but why,3,anger
i feel it ought to be valued to a far greater extent than it currently is,1,joy
im not saying they cant accept me the way i am its just they treat me differently i feel accepted and loved,1,joy
i scanned the ground methodically feeling hopeless,0,sadness
i admit to feeling a little foolish when i first arrived,0,sadness
i know i am not alone in this feeling and a supportive community is the antidote,2,love
i love working for myself being able to set my own hours and writing about something i feel so passionate about,1,joy
i feel irritated useless and hopeless,3,anger
i feel especially strongly about this since i have hated my teeth forever i was one of the unlucky ones who got bad genetics and an even worst orthodontist and pediatric dentist,3,anger
i glimpsed a visitor but i could feel it was disturbed somehow whether mad or confused or something similar,0,sadness
i knew that euphoria he was feeling from the aftereffects of an ecstatic act,1,joy
i have played a great set i feel really hesitant to ask,4,fear
i was feeling quite pleased with myself over the fact that i had one coupon to use at the grocery,1,joy
i seriously feel talented now,1,joy
i am feeling happy and stressed at the same time because i cant come up with photos for photography tomorrow,1,joy
i dont know how i feel about it at the moment my charming naive style of drawing just looks like i cant draw to me,1,joy
i was left feeling uncertain about exactly what pulse will offer as a series,4,fear
i feel at the end of a run isn t because i broke a personal record or enjoyed the fog rising over the boardwalk during sunrise it s the sense of accomplishment knowing i beat my mind,0,sadness
i walk to the car i feel triumphant with my secret,1,joy
i upload music i others like feel liked song,2,love
ive found some truly wonderful people for which i feel so incredibly blessed to have met,1,joy
i plan to volunteer for red cross helping immigrants and refugees to feel welcomed and accepted in our local community,1,joy
i am feeling sympathetic with the israelites,2,love
i feel shitty these few days because of work,0,sadness
i feel but night time is something utterly charming for me,1,joy
i was starting to feel nervous all this lifetime of fandom and build up and there i stood donning my vip sticker,4,fear
i feel proud to announce that dr,1,joy
i quit my job in financial services feeling disheartened and disillusioned and i took a complete u turn in my career returning to university and studying something very different from what id been doing in my job,0,sadness
i am feeling faithful about my project,1,joy
i feel so impatient when it comes to certain issues,3,anger
i still feel so empty and lonely,0,sadness
i feel that the perpetrator should be punished to the full extent of the law,0,sadness
i feel the carefree days of my youth doing the same,1,joy
i feel pleased with this design,1,joy
i feel so good,1,joy
i make my friends feel pretty in comparison although not clever,1,joy
i am feeling slightly apprehensive about tomorrow s crim exam that has a hefty weighting of but not to the point where i am sweating buckets or reaching for the razor blades,4,fear
i usually feel regretful and guilty after the quarrel usually its me who turns the talk into a quarrel i yell loudly and throw the things beside me with mama,0,sadness
i feel ugly to stop being lazy so i dont embarrass my friends to wear white so i could have short hair without feeling fat not that i really want short hair but still to be able to kiss someone without feeling like i have to pull away,0,sadness
i believe we ve decided to catch the bus from there to burgos which again feels like a smart compromise for our feet and bodies,1,joy
i feel resentful of him trying to control what i do but i also don t want to do anything rash,3,anger
i feel all depressed,0,sadness
i was feeling very energetic yesterday i decided to start the a href https www,1,joy
i apply it i walk very fast around the room because the rush of air against the essence on my lips feels very cool,1,joy
i feared would happen with a amp a after last weeks ep is now playing out just as i had pictured it in a way that makes every scene with annie and auggie just make me feel miserable,0,sadness
i dunno where that feeling came from and im not terribly keen to feel it again,1,joy
i feel terribly neglectful of my blog,0,sadness
i feel slightly unimportant,0,sadness
i am not an advocate for war but i feel reassured living close to a military base where there are people trained to assist in natural disasters,1,joy
i do feel respected and loved more and more at school and within the community,1,joy
i ever feel anymore is when one of us gets angry,3,anger
