text,label,label_desc
i feel like it s going to be something shockingly amazing,1,joy
i read her novels to make me feel relaxed,1,joy
i feel like shes just so distracted but when it comes to my year old brother she waits on him hand and foot,3,anger
i feel reluctant to share because my experiences feel incomplete especially now that my ideas are making a shift,4,fear
i feel totally exhausted and over tired,0,sadness
i want to stop feeling so worthless,0,sadness
i hope that by telling them ill find out more about who i am how i got to this place in time and not feel so lost and alone,0,sadness
i feel a bit more loving energy inside connecting with you,2,love
im feeling a little bit melancholy tonight,0,sadness
i feel like it must be a popular choice to have alterations done elsewhere,1,joy
im feeling really shaken up today my stomach hurts ibleeditout i ran into some friends and kodi has been a complete brat,4,fear
i feel for the natives who welcomed me and others with open arms and hearts back then and wonder how they cope,1,joy
i feel as if she isnt faithful but i dont have a reason to should approach her or just wait until i have a reason to approach her,1,joy
i feel so horrible that you had to go through all that just because you grew up a little earlier than your friends,0,sadness
i feel so useless to her because the help i want to give her is the kind she doesnt believe in and doesnt want,0,sadness
i feel so jakun that amused me for whole minutes,1,joy
i am feeling less than glam at the moment to be reminded of our lovely nuptials last summer,2,love
i feel in my heart and how much im hurt,0,sadness
i feel like life is too good to be true,1,joy
i would take days that i would feel low tuck them away and ignore it rather than sitting in it like i had learned to do in the past to get through these moments,0,sadness
i hate struggling to enjoy life but at the same time i feel guilty when i do,0,sadness
i used feel frustrated all the time,3,anger
i knew i needed to get over there but had been dragging my feet a combo of feeling intimidated by the language barrier and the kids nap schedules,4,fear
i was feeling beaten up by life yesterday you see i am in love with a schizofrenic man who i had to kick out of my house for having boisterous fights with himself,0,sadness
i was feeling very overwhelmed about what i was going to do about removing things from the house i am selling in maryland,4,fear
i began to feel less anxious,4,fear
i feel some super shifting some super circles,1,joy
i started feeling reluctant to go because i wanted to spend some time with my family before i left,4,fear
i feel so unimportant which im probably am,0,sadness
i need to remember something feel like it and not be distracted simultaneously before it happens,3,anger
i feel that we are often at the forefront of what soon becomes popular,1,joy
im still feeling quite lively,1,joy
i quite like to do it standing on public transport or busy places when you often feel your space being invaded which can make you feel stressed,0,sadness
i could feel safe enough doing so,1,joy
i wake up feeling triumphant,1,joy
i feel very apprehensive,4,fear
i feel is hostile kinship or mounting nausea did you know that back means the binding itself,3,anger
i feel like im being punished if i have to sit facing the wall,0,sadness
i feel grouchy now the football fans have woken me up from the customary sunday siesta,3,anger
i feel blessed to see darn good talent right here,2,love
i am starting to feel a bit disheartened with my progress on my physical tbr there are still boxes of books next to my bed and they are not going away as fast as i want them to,0,sadness
im not always able capture the essence of the way i see the world in writing i feel that my weird way of thinking has been generally consistent throughout my short years,4,fear
i feel so uptight around my family,4,fear
ive been feeling very intimidated and overwhelmed by the workload this semester and so ive just been avoiding doing what i need to,4,fear
i have noticed improvement is in the gabapentin and last nights dose of zonisamide which left me feeling very relaxed,1,joy
i feel especially passionate about,2,love
i am worried that you might feel pressured or obligated that wasnt my intention and i am sensitive to your situation,4,fear
i just feel too stubborn to give up on a dream,3,anger
i started to feel super emotional all the time which was so strange,1,joy
i feel the need to be distracted,3,anger
im supposed to stay in the lively room but as an explorer i feel that the lively room simply does not have enuff to offer me and have decided to move on to the stairs bedrooms and baffroom,1,joy
ive been at home for almost a week now from the hospital though and i feel the need to divulge info to devoted readers who have felt starved for my stylings,2,love
i woke up at around am or am the next day crunched at the bed because i was feeling a terrible headache so painful i was awaken from my sleep,0,sadness
i feel amused and kind of tired still in the morning i,1,joy
i don t understand why musicians sometimes feel inhibited,4,fear
i feel shy of my broken english,4,fear
i forgot to take it yesterday so this morning i took two i feel super sick now,1,joy
i really loved the day which made me feel such gratitude that we were having such a wonderful day which made me feel very happy,1,joy
i feel so regretful not going but,0,sadness
i would feel the speech is successful if its very uplifting and gives props to the graduating class,1,joy
i feel super glued to my bed,1,joy
i have a bunch of ideas but at the same time i feel intimidated because i am just a freshman and apparently know nothing about anything,4,fear
i feel irritated and helpless,3,anger
i walked away from them feeling discouraged about how technology seems to have replaced relationships in so many ways lately and what did i do,0,sadness
i could feel this way but i honestly believe that he was and is a very violent and dangerous man,3,anger
i am feeling a bit unsure about some of these im going to give it a try anyway,4,fear
i was feeling productive,1,joy
i mean think about how that would feel that would be stupid embarrassing,0,sadness
im excited and i feel like this is a project that i can be passionate about and totally immerse myself in,2,love
i experienced that feeling that people get when they are charmed or attracted to someone and that time was enough and a blessing in itself for me,1,joy
ive definitely been feeling low this past week because ive been sick ever since bfd but im determined to get my health back,0,sadness
i cant seem to command it a feeling im sure anyone can relate to,1,joy
im strictly on coke and jo still feeling a tad delicate after last nights bucket of doom anaesthetic,2,love
i walked away feeling a little dismayed but ive got a mission to carry out now,0,sadness
i am feeling terrific at the moment,1,joy
i feel i must apologise as i was a little giggly tonight and received a raised eyebrow from a sensible member of the youth orchestra,1,joy
im feeling more stressed,0,sadness
i feel so hated and useless sometimes i even ask myself why havent i killed myself yet,3,anger
i want to feel affectionate,2,love
i am feeling a little adventurous so i will try to see if we can spook our pretty lady,1,joy
when they changed my office to another room without my agreement,3,anger
i feel sorry for the rest of us in second life who understand that without more support for first time users our world will continue on its slow death spiral,0,sadness
i do feel amused by all the different debates going on but on the other hand i felt that theres something missing,1,joy
i really think each and every person can begin to sympathise with bernards character on which ever level this might be just because its part of being human to experience self doubt and feel worthless and ultimately unnecessary without purpose,0,sadness
i feel honored that you accept my invitation,1,joy
i feel like i am in ludicrous speed,0,sadness
i often feel the need to defend just about anything even in casual conversation like blue s from the color code are usually christmas fanatics and i jump in and,1,joy
i forgot to feel sentimental about my line being pulled,0,sadness
i love sunshine havent had much but the feeling of it on my shoulders as i walk around the yard is amazing,4,fear
i prayed for love for the people that i was feeling bitter towards and that they would find what was best for them,3,anger
i feel so pretty and glamorous,1,joy
i asked feeling smug,1,joy
ive ever worked on and i feel very privileged to work with such an amazing team,1,joy
i feel i am beyond pissed off disappointed frustrated with myself,3,anger
i feel left alone,0,sadness
i ain t shot a bitch since this morning so i m feelin a little gun horny,2,love
i feel lonely i remember my moms saying,0,sadness
i didnt cry but i was starting to feel neurotic so my sister who was amazingly chill that morning brought me an ativan,4,fear
i can t make myself feel joyful but i can focus on the positive,1,joy
i do feel a little needy,0,sadness
i feel as the author is very passionate about his poem because when he wrote his poem he wrote from his feeling and history,1,joy
i instead feel restless,4,fear
i also feel proud of her,1,joy
i suppose thats wonderful because it means that they can learn so much so quickly and also make me feel like an idiot much the way i did to my parents when they couldnt figure out how to leave an outgoing message on the answering machine,1,joy
i asked feeling slightly wimpy,4,fear
i had for me to confess my feelings for her but still i couldnt bring myself to her for i was scared of losing her once more,4,fear
i know its the lot of the dumpee to feel slighted jealous unable to move on depressed angry and a whole bunch of other negative emotions that stem from the whole rejection and sometimes replacement involved in the break up process,3,anger
i feel lonely so unbearably crushingly lonely you are not the only one a href http creativeliar,0,sadness
i feel about putting on brave faces fuck that let s get real,1,joy
i was thinking about how you all were watching general conference and i was feeling a bit jealous,3,anger
i know and i feel that its time to wake up to be brave to change my perspective,1,joy
i shall have to stay feeling neglectful of all things art related,0,sadness
i also find that during those times when i feel victimized by his loss i dont feel him near me at all,0,sadness
i feel like everything i do i will make a mistake and i will be punished,0,sadness
i mean i already did of course but i feel more glamourous naked now,1,joy
i feel decently intelligent,1,joy
i dont want to pretend i am someone and i am not because i dont feel comfortable,1,joy
i cherished and enjoyed i didn t have many friends in college and she was my first real friend that made me feel like i was accepted,2,love
i want to be positive in the morning i will need to convince my subconscious into believing i am feeling terrific,1,joy
i feel helpless at the same time wherein practically no other option than to just sit and watch the drama,4,fear
i kind of struggled with it though and didnt feel like it was super powerful,1,joy
i woke up this morning feeling like the unfortunate drain cover that a href http www,0,sadness
i just havent been taking much action in my life rather leaving it at status quo probably not a good idea but i feel that things exist at such a delicate balance that i am afraid if i lunge for what i want the whole thing will crumble and i will be worse off than before,2,love
i finally realized that all i needed was to be and feel useful and blogging allowed me to do that,1,joy
i go on these walks with my mother in the evenings i feel this frantic anxious energy from her as if shes losing her daughter and doesnt know how to win her back,4,fear
i should feel awful about the nonexistence of gods,0,sadness
i have been sneakily listen to x mas music since the beginning of october but now i feel as if it is a little more socially acceptable to prance around while eartha kitt s version of santa baby blares from my ipod,1,joy
i miss them like crazy every time i think about them i feel a sense of melancholy a fervent yearning to see them to be by their side to know how they are doing,0,sadness
i feel a little overwhelmed,4,fear
i feel that were like sweet couple,2,love
i am yelling at my kids at the drop of a hat for no reason possess no energy to do anything just feeling irritable and sad about everything,3,anger
i feel like ive been kinda listless,0,sadness
i finished checking in bruce had already left and yiling was just leaving so i don t feel i had a chance to properly thank them for being so considerate and making sure we got settled in,1,joy
i did feel for her but honestly i was just too glad to have some kind of salvation from the merciless sun,1,joy
i feel lethargic and do not really look forward to anything or take joy in anything and i kinda felt like that last night,0,sadness
i didn t sleep well the night before and am not feeling half as brave as i was yesterday,1,joy
i think about it with the anticipation i was feeling yesterday its kind of a miracle that i didnt like fake an injury or something just to be able to go to the hospital to see them,0,sadness
i also feel that the people in the village friendly and i do not need to be as alert as in manila though as the common sense rule still stays that is not to let your guard down,1,joy
i walk in the door to my house i feel happy,1,joy
i feel very deprived i feel like i did so many things right amp so many things just went wrong,0,sadness
i also feel useless and unfulfilled,0,sadness
i am left feeling happy about having the time to rest and take care of me but at the same time this huge sense of guilt builds up inside of me for not having respected our date for being an unreliable teacher a selfish friend,1,joy
i feel much better and without the help of ice,1,joy
i was just not feeling up to it for a few reasons but i am so glad to be back,1,joy
i have to admit that while the story itself was interesting in their portrayal of the well known biblical story i came away feeling a little disappointed with the end result especially considering the names involved,0,sadness
i was feeling super pressed for time the other day i did cut back on the amount of time i meditated but i didn t skip it altogether,1,joy
i reflect back on all the beer i drank i feel shamed,0,sadness
i am not feeling shitty about life anymore,0,sadness
i feel when ever i listen to the msm main stream media deprived,0,sadness
i feel everything is in control then i am ok,1,joy
i sent her was pretty long and now i feel a little embarrassed looking back at the letter i gave her,0,sadness
i am feeling especially lively,1,joy
i have lost touch with the things that i feel passionate about i am getting less spontaneous am living by lists urgh,1,joy
i feel very distressed because i m supportive of this campaign and with the senator jackson told cnn,4,fear
i know that i shouldnt have run around with his dirty socks on a stick like a flag for our friends to see no matter how angry or hurt i was feeling about the dirty laundry that he left me,0,sadness
i feel shitty because she quit a job to come here but there is only so much hand holding and training that i am willing to do,0,sadness
i manage to reach a conclusion after all my musings i feel somehow more resolved,1,joy
i dont have to buy it in tubs which feels vile,3,anger
i feel like a divorcee we were together so long and our separation was so messy,0,sadness
i always tell people my brd armor sucks since i totally feel it does so i was amazed to see some of the crap some brds wear,4,fear
im already feeling nostalgic about the san antonio spurs golden state warriors series and it hasnt even ended yet,2,love
i personally feel they are doomed to finish dead last in the nl central without this key cog to any championship team,0,sadness
i thought this is precisely why i m making the show because i feel very uncertain in the world,4,fear
i remember feeling bowled over and surprised by my own reaction at the tears welling up,4,fear
i have been a procrastinator i have endless potential and passion inside yet im stuck in the cage of my own soul the unresolved feelings hurt resentment that i hold inside has built up even do i try to build myself back up again,0,sadness
ive been feeling vaguely dissatisfied with reel pros since i signed up a few weeks ago,3,anger
im feeling particularly generous,1,joy
i went on to the holiday party that evening courtesy of another journalism sibling whom i call my big bro feeling a little unsure on why i was really attending,4,fear
i feel like this could be a dangerous topic if anyone feels passionately about pianos but its been on my mind for a while and i thought it was worth discussing not because im going to paint my piano which i grew up with so please stop hyperventilating mom,3,anger
i really only get inspired to write on this blog when im feeling shitty about life and i guess september being my birth month and all was pretty great,0,sadness
i feel like being selfish and keeping this foodie secret myself but why would i deny everyone else,3,anger
im not feeling too joyful about writing this blog because id rather be knitting,1,joy
i am responsible for picking a man who on occasion reminds me of people from my past like my mom and i threaten myself i can break this pattern by conducting myself in a different way even when i feel scared because deep down i know he s a good man,4,fear
i am right now i feel amused the sounds i hear are my aircleaner around me i see my bed and my cat i feel most connected to this person michael i think it s weird that im a mom,1,joy
i feel so contented so fulfilled,1,joy
ive somehow had a few epiphanies and toned down the need for validation its still a work in progress but i feel less need to be liked by people who dont deserve the attention,2,love
i didn t feel relieved,1,joy
i hate feeling dumb i hate people who make me feel dumb or like i am being a baby,0,sadness
i know that i should feel some sort of melancholy but i don t,0,sadness
i would feel so excited waiting for the mailman to come to our house handing me these letters,1,joy
i read in the book called the mindful woman that every so often throughout your day you should stop and close your eyes and think about anything that you can hear or see or smell or feel its kind of a cool experiment,1,joy
i feel so paranoid i don t want to feel like i did back then ever again,4,fear
i do feel like it is fine to have sex but you should be fully aware of what happen due to that action and know about different types of protection there is to prevent pregnancy,1,joy
i wanted that sacred experience to feel that divine communion with the god of my understanding i wanted to feel sublime love in sacred terms,1,joy
i worry theyll feel rejected or take my chosen plans as an insult,0,sadness
i was half feeling very irritated and just wanted to get out of a amp f lol,3,anger
i feel i am writing this blog for selfish reasons but i know god can use it for his her purpose,3,anger
i was in i could feel him and i hated the drawn tight feeling i had,3,anger
i still feel a craving for sweet food,1,joy
i love the wispy feeling of the delicate strands and the mellow green vibe,2,love
i often feel disillusioned but i look upon it as a test of will and a test of character,0,sadness
i just feel terrified,4,fear
i honestly have so much research to do and have to think of so many color schemes and how to implement organizational tips for small spaces that i feel more than overwhelmed with the intensity of this project however there is the masochist in me that is incredibly excited,4,fear
i flipped out at guys i feel terrible today i flipped out at guys i feel terrible a href http www,0,sadness
i remember consistently feeling dissatisfied with my progress,3,anger
i am hoping the running thing works out like the numerous success stories i have accumulated but so far i am not feeling hopeful today,1,joy
im sure its a great film but i guess i wasnt feeling too appreciative and just had a long day,1,joy
i have hurt so much and been told to stop so much that i suppose it all leaked into my brain and now i feel guilty when i hurt,0,sadness
i felt joy when i passed the worst phase in my life and discovered how many people considered me important to them,1,joy
i sit around and i feel disillusioned with school,0,sadness
i ever going to feel cute again,1,joy
i feel like i have been faithful enough that i have proved myself and paid my dues but faith is not stagnate,1,joy
i feel it is vital to make the most of that day and live it to our fullest potential,1,joy
i dunno i just feel that i started this blog a little shaky as i wasnt really sure about what sort of audience i was addressing or anything,4,fear
im feeling so pissed off that i wanna scream and shout at the wall facing me right now,3,anger
i want every woman to feel the kind of love from god that sheri shares in her letters from the king and i am positive that she does too,1,joy
i feel more self assured but more than that i feel whole,1,joy
im loving the green in this picture but have a feeling i may be going with something a little more kid friendly,1,joy
i only have three words to describe my feelings after viewing them im not impressed,4,fear
i got s and really i feel like i hit the lottery i was scared itd be something like x and id be screwed,4,fear
i feel overwhelmed when i think of a country suffering,4,fear
i feel i am wrongly punished or that my misbehavior was unavoidable i am allowed to argue over whether or not i should be punished or how severely,0,sadness
i am feeling very smug as i am continuing my resolution to use up some of this huge paper stack that i own and never cut into so heres the latest offering using more of my graphic curtain call papers,1,joy
i found it hard to feel for any of the supporting cast who eventually became late night snacks for the vampires,2,love
im not feeling very supportive of the football team,2,love
i now use it not just at the end of yoga practice but also at the beginning or ending of a meditation or whenever i feel the need to offer myself an acknowledgment and reminder of my own divine origins,1,joy
i do not feel frantic,4,fear
im tired of feeling so lethargic,0,sadness
i think you would all agree that feeling your toes and fingers go numb is perhaps one of the most unpleasant feelings ever,0,sadness
i really feel disturbed over all this mayhem as i have been to this heavenly vale twice and personally know all the ground realities,0,sadness
i feel like a lame bum bum in the sense of a behind not in the sense of a transient because i haven t been keeping up with others blogs,0,sadness
i had it in the bag because i was still feeling strong,1,joy
i still go out sometimes but when i do i come home and cry i can feel how people look at me they know i am worthless too,0,sadness
i cant shake the im hiding how i feel about myself beneath a fab jacket vibe and this style doesnt mesh well with most of the clothes i wear,1,joy
i do know is that even though its hard and sometimes we feel inadequate drained and like we cant go any further and just need a break even for a week or two,0,sadness
i kept crying or feeling cranky,3,anger
i is celebrated with great fan fare which happens to be january th or october nd disregarding here of course the rare sense of gandhigiri euphoria generated by an unexpected source such as munnabhai we come across the inescapable phrase which i feel has been much abused a hindu fanatic,0,sadness
i guess this is exactly what being feels like longing to go on adventure but at the same time feeling like you want to settle,2,love
i was around and feeling fearless and excited,1,joy
i feel like my printing classes at quiltcon particularly the one with lizzy brought me back to something that i felt so passionate about years ago but had pushed aside thinking i needed to pursue a more practical life,2,love
i feel like i am as fearful now as i was when i first threw my leg over the top tube after my surgery,4,fear
i don t always have access to when i m feeling stressed which is usually the time i am most in need of the silence,0,sadness
ive heard a lot of folks share frustrations with feeling inadequate after seeing so many pictures of perfection in projects and homes through blogs and pinterest etc,0,sadness
i want to feel playful and open and vulnerable and have a great time,1,joy
i am feeling quite pleased with myself as this was something id never done before,1,joy
i was canning tomatoes and feeling nostalgic,2,love
i feel embarrassed but i don t want others to take pity on me i have too much pride,0,sadness
i feel like i am the only person who is not ecstatic to be here right now,1,joy
i feel a longing for the obsession,2,love
i feel threatened by anyone i get this feeling that i want to kill someone,4,fear
i think whenever we moved to a new place i had to find some way to feel accepted,1,joy
i feel like im doomed to forever be the girl that everyone sleeps with but that no one can love,0,sadness
im with her i feel terrific,1,joy
i feel super bad about it,1,joy
i feel a little bit more vital,1,joy
i did not picture myself feeling shy in this class when i signed up for it,4,fear
i never want her to feel the pain of struggle of suffering,0,sadness
i cannot help but feel inspired and uplifted both by martinez himself and by his association with occupy wall street,1,joy
im not sure if anyone else is like this but especially when im feeling low i dont particularly want to wear vintage clothing,0,sadness
i trust he has a plan and if i stay true to and listen to the promptings in my heart i feel assured that everything will be okay and will be worked out for his plan,1,joy
i feel very excited for my familys future,1,joy
i was feeling very reluctant about the players even finding a library or sage to identify stuff for them,4,fear
i lost my power feeling lethargic headachie tired mentally blah you get the picture,0,sadness
i guess it is the taboo feeling naughty bad and dirty,2,love
i feel slightly embarrassed that i keep telling myself and trying to make myself believe that life is actually to enjoy just to be let down harder and harder each time,0,sadness
i am standing in my oversized tee shirt baggy yoga pants pulled up hair already semi sweat streaked from spin and am trying to feel graceful and sexy,1,joy
i feel indecisive about baker although my room is the smallest double it still seems big but i hate how loud the guys across the hall are,4,fear
i feel like i must defend my beloved blue hehe,2,love
i feel listless but today was aiiiiighhhht,0,sadness
i leave in four weeks and im starting to feel a little heartbroken at the thought of it,0,sadness
i feel so idiotic because of you,0,sadness
i am expected to be monogamous which to me feels like i am being faithful to someone who is with someone else,2,love
id rather have no one know how i really feel but then again sometimes i can be compassionate and sometimes i can be beautiful,2,love
i feel like i can breath now and not be so rushed,3,anger
i feel really successful for the fact that i read series books this summer that actually counted for the challenge finishing six total series,1,joy
i know like the recommendation function in modern web shops while it feels a little bit strange to see the product you ve just searched for in a web shop on a totally different site s advertising,4,fear
i feel like i should give it a shout out because it was that delicious,1,joy
im feeling in my heart to make my list of things that i am thankful for,1,joy
i feel this way i withdraw become irritable,3,anger
i feel honored to take part in the upcoming sight amp sound greatest film poll,1,joy
i feel like i m trying to be that guy who hangs out with curious george,4,fear
i feel dirty for loving comments,0,sadness
i feel this product deserves a positive review i do want to leave you with a somewhat contradictory final thought,1,joy
i vow to be gasp nicer to everyone not just a select few marybeth and isabella lol i will say what i feel and not cover up something sweet with something shitty,2,love
i feel overwhelmed stressed and pressured inside something magical happens when i take off my shoes and go for a walk in the park or on the beach,4,fear
i feel these people are utterly useless in my view,0,sadness
i am feeling rebellious i will start from the end instead of the beginning a very good place to start,3,anger
i need to be just as open with them as i am with some of my friends when i feel that they have wronged me,3,anger
i was coming out of a lengthy illness and i was feeling lousy groundless indecisive and without any direction,0,sadness
i feel gloomy or get really bad cabin fever,0,sadness
i feel like dlk could make a pretty sweet full length,1,joy
i wish i didnt do butttt semuanya sudah terlambat dan i feel so stupid everytime i think about it and i think about it every time means i feel stupid everytime,0,sadness
i didnt feel so stupid then but a still little bit ignorant compared with the native african healers who have been using this for over a century,0,sadness
i feel like im the only one whos caring about whats good for me right now,2,love
i am feeling a little lost without it,0,sadness
i still feel ashamed at how i treated him,0,sadness
i totally passed this one up when it first appeared on xbla but it s now on sony s handheld and it feels like a pretty perfect fit,1,joy
when my elders do not understand me in the right way,0,sadness
i sat there for a while listening to the wind blow through the trees feeling so calm until she was finally ready to come,1,joy
i woke up feeling shaky and nauseous with lots of cramping and pressure in my abdomen and pelvis,4,fear
i feel like it gave me a lot of valuable information on ways i can improve my skin in the present and maintain and improve it in the future,1,joy
i discovered that it gave me a great feeling of satisfaction to produce a blog post a delicious dish a few photos a written recipe that tangible job completed feeling that s rare in my life as a stay at home mom,1,joy
i feel like she acts bitchy and complainy to try and fit in but that doesnt make sense because for the most part were not bitchy and complainy,3,anger
i wound up feeling pleased with how tightly paced the film is,1,joy
i still feel like i missed out on a critical part of the soap and for a,0,sadness
i wonder if they ever feel any pain or sadness because they always seem lively,1,joy
i know that i still feel kind of agitated but i also switch from feeling hot to feeling cold when i lay down,3,anger
i feel about politics and i have been very shocked at myself for going into this realm though i think that it is at this time the most important considering everything that has been going on in the world stage and in the usa,4,fear
i feel that this reality is tragic,0,sadness
i breaking skin feels like and it s not pleasant,1,joy
i feel so bitchy and mean and terrible,3,anger
i feel better now on the menu tonight,1,joy
i havent really talked to anyone about it in depth because i feel like im being whiney repetetive and needy,0,sadness
i forgive myself for accepting and allowing myself to feel uncertain about my application within this i reveal that i feel uncertain within myself,4,fear
i am feeling foolish for taking lb to the e,0,sadness
i am feeling a blank space in right testicle area and i think that right testicle size is being decrease through urinate system or the semen s out,0,sadness
i feel like i ve fucked up massively for not being able to fight off being suicidal,3,anger
i want change but i feel like im discouraged because im living so comfortably,0,sadness
i don t feel bitter about my lot nor do i wish any other mother s son was in my place,3,anger
i feel like ive given up on relationships forever because im hardly ever successful in maintaining friendships and theres that pressure of settling down at your age,1,joy
i feel so eager now to please,1,joy
i am feeling terribly mellow today sitting in bed looking out the window at the red orange green brown trees outside my window listening to norah jones and reading stuff,1,joy
i feel only a little agitated right now,3,anger
ive got all those books and i feel reluctant to sell them,4,fear
i often find myself feeling assaulted by a multitude of sense impressions,4,fear
i oil rich in omega reverses the look and feel of damaged hair as it weightlessly restores bounce for full flowing styles,0,sadness
i was way up ahead of raphael and laiya jennifer had stayed behind to watch our stuff since i was feeling particularly energetic and scampering up the mountain,1,joy
i met them great people but i have a feeling i may have unintentionally offended them,3,anger
i mean i could literally feel him feeling content,1,joy
i cant decide how i feel about some of the supporting roles particularly the girlfriend and alfred molina both quite funny but were they one dimensional caricatures or legitimate characters simply overshadowed by a fantastic lead,2,love
i feel at times life losses its joy and becomes empty and feelings of exhaustion over take our positive side,0,sadness
im also worried that youre feeling a little lost in the middle these days and like youre not getting enough attention from us,0,sadness
i feel only jubilant elation,1,joy
i feel like we are a creative home truly painting while they are in there making music,1,joy
im feeling stressed about this more than i should,3,anger
i feel a bit embarrassed at times when i make mistakes,0,sadness
i have spent today feeling horribly unhappy,0,sadness
i feel that the media cannot be resolved effectively,1,joy
i convince myself to write i feel like im just exposing how lousy i am at what im trying to do,0,sadness
i come whenever i feel alone,0,sadness
ill feel lively again,1,joy
i will still feel homesick yes,0,sadness
i just sat there feeling so empty and lost and scared,0,sadness
i feel as though there has been some divine intervention on my behalf,1,joy
i feel incredibly disillusioned with the weekend,0,sadness
i know not all women feel this way but i have felt very unimportant int the church and almost dare i say second class citizen im not trying to bash the church but i think some women are so thirsty for knowlege about her to reinforce their own place and importance in the world,0,sadness
i made the other day which more or less sums up how i feel about the delusion of my life for the past years or so i became somewhat frightened of myself and decided to get a little distance from that guy,4,fear
im just not fully feeling it on an emotional level,0,sadness
i walked away feeling inspired and excited about realistic things i could do to increase my blog s chances for being found,1,joy
i invest in my friendships i feel hurt when i perceive that this investment is not returned,0,sadness
im feeling a bit of wanderlust since im about to go away on holiday for a few days with my beloved g,2,love
i often play the role of a loquacious hunters always feel superior to others than he who long off than he beautiful really a flower plug in cow dung and marry him though he be like a big grievance,1,joy
i wish it was a more comforting feeling but instead it feels strange like living the memories of someone else or maybe having woken up from a long dream or a long sleep years and finding that the trees around you have grown taller,4,fear
i think about myself personally when it comes to investing i feel like i would fall into the investment category of getting greedy i think id invest into a bombing market like coca cola in the s,3,anger
i still have a lot to paint on the warhound but enough of the model is now put together that i would not feel embarrassed fieldi,0,sadness
i know tv isnt everyones cup of tea so if that includes you feel free to scroll down a bit,1,joy
i was admiring and envying the figures of the twentysomething set ahead of me in class and feeling ugly jealous,0,sadness
i heard a song on the radio yesterday that just made me feel amazed at the lyrics,4,fear
i feel tortured every moment and theres nowhere i can go to get away from it or to get back to what i was used to,3,anger
im feeling so insecure financially right now that i dont want to spend the,4,fear
i tend not to shower on those days and feel slightly rebellious getting all stinky and doing nothing,3,anger
im not feeling deprived at all although i do wake up ravenous in the morning,0,sadness
im left feeling nostalgic and lonely,2,love
i feel foolish for thinking this would work,0,sadness
i wonder how they would feel if someone was screaming at them and then saying horribly rude things behind their back later,3,anger
i feel good about the project,1,joy
i was feeling pleased with the manuscript reporting the results of my fellowship research annoyed at the ridiculous requirements for for,1,joy
i feel afraid i hold tighter to my faith and i live one more day and i make it through the rain,4,fear
i feel people around me do not understand it they have no acceptance that i might need to grieve and suffer not only from the loss of my mother but the grief of never having a loving relationship expressed in ways i would want,2,love
i just repeat it again and again until i feel myself become less afraid,4,fear
i have a feeling that even if this was the only line up there jesse might make the hike all over again just to finish this amazing project,4,fear
i feel like i m worthless and i can t do any good for anyone even tought i try and try very hard,0,sadness
i was taken by sentimental feelings for the characters and distressed by their destinies,4,fear
i feel a little jaded after the banking crisis but i will vote labour and hope for the best,0,sadness
i feel your soul in mine calling for our beloved,1,joy
i feel the most discouraged lonely and stressed,0,sadness
i even feel welcomed into their fold,1,joy
i have decided that i will not let the feeling demotivate me and here i am with all my enthusiasm and this diwali special recipe,1,joy
i feel like im in this weird in between stage,4,fear
i feel cheated and wronged let down and spurned the vine i tended and nursed how could it do this to me,3,anger
i am feeling really sad,0,sadness
i could be really screwed just on waiting for a sitter so i was feeling stressed,3,anger
i feel this strategy is worthwhile,1,joy
i was about to feel insulted and show opportunity the finger then the door when it presented the prize two weeks in italy,3,anger
i try to hang out with the both of them then i feel like this awkward third wheel,0,sadness
i used to feel devastated when someone criticized what i did,0,sadness
i want her to feel energetic and rested,1,joy
i cannot seem to shake this feeling of being completely numb,0,sadness
i sleep in a dreamy state waking up feeling dazed every now and then yet the cyber slut in me craves to creep up on here every evening,4,fear
i can almost feel your delicate heart breaking,2,love
i feel like im presenting myself in a less hostile manner now when i am dragged to an event or gathering full of stupid fake people,3,anger
i almost feel damaged some how,0,sadness
i feel less and less the feeling of fear and being afraid and scared,4,fear
im feeling better than expected,1,joy
i feel like i m on a roller coaster of craziness but i keep in mind that my throne is precious to my lady and i and i will do anything to keep it the way it is even if that means killing the people around me,1,joy
i don t like being at home it feels so unwelcome in fact i despise it,0,sadness
i am moving on and i feel sorry for you because i thought you were the most amazing boy ever,0,sadness
i was telling her about how i was feeling a bit homesick,0,sadness
i too feel hopeful for the coming year,1,joy
i feel honoured that my clients walk through my doors sometimes for the very first time and trust me with their brand new one week old bundles of joy,1,joy
i feel like i am being punished for going to school,0,sadness
im feeling shades of foolish,0,sadness
i denied my feelings amp claimed that we were less than what we were cause i was hesitant to jump into anything new,4,fear
im feeling agitated today,4,fear
i feel like hes scared of a good thing and is sabotaging right now and maybe if i give him space hell come back but i feel like hes had so much space and still doesnt feel like its enough,4,fear
i feel so deprived since i know nothing about the first battle of bedriacum,0,sadness
i feel so frustrated but i cant tell them i am,3,anger
i said what i felt needed to be said and in addition to that i was feeling bitchy,3,anger
i was feeling a bit lonely because poor henrietta had been in the shop for so long and ariel was right in chelmsford waiting for me,0,sadness
i feel extremely mind fucked,3,anger
i feel so numb like this life i have been living for the past week has been unreal,0,sadness
i feel listless i cant do anything of it,0,sadness
i kept having this strong feeling of moving into something i stayed and i was punished for not stepping out when i should,0,sadness
i am a bit depressed really feeling defeated,0,sadness
